Michele Besaggio,M C,17
Nicholas Rizzo,D C,19
Nicola Della Pina,GK,16
Nicolò Rovella,DM,17
Oliver Verona Grönberg,M C,18
Paolo Ghiglione,D/WB/M R,22
Patrizio Masini,M C,18
Peter Ankersen,D/WB RL* M R,28
Riccardo Galletti,GK,16
Roberto Maglione,AM R,17
Rok Vodisek,GK,20
Ruben Zanoli,M C,17
Salvador Ichazo,GK,27
Salvatore Kevin Buonavoglia,ST,17
Samuele Pascali,D C,17
Samuele Piccardo,ST,16
Samuele Ruggeri,D LC,18
Sebastian Eriksson,DM,30
Simone Allarmati,GK,16
Simone Lipani,D C,16
Simone Porotto,D C,17
Steeve Eboa,WB/M L,17
Stefan Dimitrijevic,M C,15
Stefano Agostini,D L,17
Stefano Sturaro,DM,26
Théo Cenci,D/WB R* AM RC,17
Thomas Montaldo,GK,18
Tiago Gonçalves,D/AM L,18
Tomasz Wozniak,GK,17
Tommaso Bacherotti,ST,16
Tommaso Castiglione,M R,15
Valon Behrami,DM,34
Vasco da Cunha,D LC,19
Yayah Kallon,AM RL,18
Alberto Panzani,ST,16
Alessandro Bastoni,D C,20
Alessandro Fontanarosa,D C,16
Alessandro Politi,ST,16
Alessandro Silvestro,D R,16
Alexis Sánchez,AM RLC* F C,30
Andi Hoti,D C* DM,16
Andrea Benedetti,D/WB/AM R,16
Andrea Cappadonna,ST,16
Andrea Magri,GK,16
Andrea Moretti,D C,17
Andrea Pozzi,D L,15
Andrea Ranocchia,D C,31
Antonio Candreva,WB/AM R,32
Antonio Sattin,ST,17
Ashley Young,D/WB RL,33
Borja Valero,AM C,34
Cesare Casadei,DM* AM C,16
Christian Dimarco,D L,16
Christian Eriksen,AM LC,27
Christopher Attys,DM,18
Cristiano Biraghi,D/WB/M L,26
Daniel Tonoli,M L,16
Daniele Padelli,GK,33
Danilo D'Ambrosio,D RLC* M RL,30
David Wieser,DM,17
Davide Lonati,D C,16
Degnand Wilfried Gnonto,AM/F C,16
Diego Godín,D C,33
Edoardo Sottini,D C,16
Edoardo Vergani,ST,18
Eduardo Alcides Dias,D RC* DM,16
Elia Marcello Pezzini,ST,16
Elia Priori,GK,16
Elvis Lindkvist,M C,17
Emerson Espinoza,DM,18
Etienne Youte Kinkoue,D C* DM,17
Fabio Cortinovis,D C,17
Filip Stankovic,GK,17
Filippo De Milato,M C,16
Franco Ezequiel Carboni,AM L* ST,16
Franco Vezzoni,M C,17
Gabriele Pezzotta,M C,16
Gaetano Pio Oristanio,AM C,16
Giacomo Pozzer,GK,18
Giovanni Fabbian,DM* AM C,16
Jacopo Gianelli,AM RC,18
Kwadwo Asamoah,D/WB L* M LC,30
Lado Akhalaia,ST,17
Lautaro Martínez,ST,21
Lorenzo Colombini,D/WB L,18
Lorenzo Moretti,D RC,17
Lorenzo Perucchetti,D C,16
Lorenzo Peschetola,AM RLC* F C,16
Lorenzo Pirola,D C,17
Luca Magazzù,AM/F C,16
Lucien Agoume,DM* AM C,17
Marcelo Brozovic,DM* AM C,26
Marco Monti,D R,16
Martín Satriano,ST,18
Matias Fonseca,AM LC* F C,18
Matías Vecino,DM,27
Mattia Ballabio,M C,16
Mattia Mirarchi,AM C,16
Mattia Sangalli,DM,17
Mattia Tordini,ST,17
Mattia Zanotti,D L,16
Michael Ntube,D C,18
Milan Skriniar,D C,24
Mirco Tosi,D/WB L,17
Niccolò Squizzato,DM,17
Nicholas Bonfanti,AM RLC* F C,17
Nicola Milani,GK,17
Nicolas Gerardi,GK,16
Nicolò Barella,M C,22
Nicolò Gualtieri,D R,17
Nicolò Radaelli,AM R,16
Nicolò Verzeni,D/WB R* M RC,17
Paolo Chierichetti,D C,16
Pasquale Carlino,AM C,17
Ramen Cepele,D C,16
Riccardo Boscolo Chio,DM,16
Riccardo Burgio,D/WB L* AM LC,18
Roberto Gagliardini,DM,25
Romelu Lukaku,ST,26
Rosario Cancello,ST,17
Samir Handanovic,GK,34
Samuele Mulattieri,AM RC* F C,18
Samuele Uccellini,D LC,16
Sebastiano Esposito,ST,16
Simone Oppizzi,M C,16
Simone Tononi,GK,17
Stefan de Vrij,D C,27
Stefano Cester,AM RC,17
Stefano Sensi,DM,23
Thomas Branzini,AM C,16
Thomas Schirò,DM,19
Tibo Persyn,D/WB/AM R,17
Tommaso Berni,GK,36
Victor Moses,AM RL,28
William Rovida,GK,16
Aaron Ramsey,AM RC,28
Adrien Rabiot,M C,24
Alessandro Pio Riccio,D C,17
Alex Sandro,D/WB/M L,28
Andrea Bonetti,AM L* ST,15
Andrea Ferraris,AM RC,16
Angel Josue Chibozo,AM L* ST,16
Blaise Matuidi,DM* M LC,32
Carlo Pinsoglio,GK,29
Cosimo Marco Da Graca,ST,17
Cristiano Ronaldo,AM RL* ST,34
Daniel Leo,D R,17
Daniele Rugani,D C,24
Danilo,D/WB RL,27
Douglas Costa,AM RLC,28
Edoardo Gagliardi,GK,15
Elia Petrelli,ST,17
Enzo Barrenechea,AM C,18
Ervin Omic,AM/F C,16
Fabio Miretti,DM,15
Federico Bernardeschi,AM RLC,25
Filippo Dadone,GK,17
Francesco Lamanna,D/WB R,17
Franco Tongya,AM LC,17
Gabriele Mulazzi,D/WB/M R,16
Giandomenico Basso Palmiero,GK,15
Gianluigi Buffon,GK,41
Giorgio Chiellini,D C,34
Giovanni Gabriele Garofani,GK,16
Giovanni Giorgi,AM L* ST,16
Giuseppe Leone,DM,18
Giuseppe Verduci,D LC,17
Gonzalo Higuaín,ST,31
Jean-Claude Ntenda,D/WB L,16
Joël Ribeiro,AM LC,16
Juan Cuadrado,D/WB/AM R,31
Koni De Winter,D/WB RL* M L,17
Kristian Sekularac,AM LC,15
Leonardo Bevilacqua,M RC,16
Leonardo Bonucci,D C,32
Leonardo Cerri,ST,16
Lorenzo Lucchesi,D C,16
Luciano Pisapia,DM,16
Marco Raina,GK,17
Matías Soule,AM RL,16
Matteo Andreano,M RC,16
Matteo Anzolin,D LC,18
Matthijs de Ligt,D C,19
Mattia De Sciglio,D/WB RL,26
Merih Demiral,D C,21
Miralem Pjanic,DM* AM C,29
Nicolas Oliveto,GK,16
Nicolas Penner,AM C,18
Nicolò Giorcelli,D C,15
Nicolò Savona,D R,16
Nikita Vlasenko,D C,18
Nikola Sekulov,M RLC,17
Pablo Moreno,AM R* ST,17
Paolo Gozzi,D C,18
Paulo Dybala,AM RC* F C,25
Pietro Saio,D R,15
Razvan Sava,GK,17
Riccardo Turicchia,D L,16
Rodrigo Bentancur,DM,22
Sami Khedira,DM,32
Santiago Ocampos,D R,17
Simone Giacchino,M RC,16
Valentino Salducco,M C,15
William Mauro,D L,16
Wojciech Szczesny,GK,29
Zsombor Senkó,GK,16
Adam Marusic,D/WB/M R,26
Alessio Bianchi,DM,18
Alessio Furlanetto,GK,17
André Anderson,AM/F C,19
Andrea Marino,M C,18
Andrea Santilli,ST,16
Angelo Ndrecka,D/WB/M L,17
Bastos,D C,27
Bobby Adekanye,AM RLC* F C,20
César Kaziewicz,D/WB/M L,17
Ciro Immobile,ST,29
Damiano Franco,D C,17
Danilo Cataldi,DM* AM C,24
Denis Vavro,D C,23
Djavan Anderson,D/WB/AM R,24
Emiliano Shoti,M C,18
Fabio Capotosti,M C,15
Fabio Francucci,DM,18
Federico Adilardi,M C,16
Felipe Caicedo,AM/F C,30
Florent Shehu,AM R,17
Francesco Acerbi,D C,31
Gabriele Migliorati,D/WB L,16
Gabriele Zappalà,GK,16
Giacomo Moretti,GK,16
Giacomo Santovito,D C,16
Gianmarco Di Stefano,ST,18
Guido Guerrieri,GK,23
Gustavo Cipriano,D C,18
Jacopo Petrucci,D C,16
Joaquín Correa,AM RLC* F C,24
Jony,WB/AM L,27
Jordan Lukaku,D/WB/M L,24
Jorge Silva,D C,20
Leonardo Bonanno,D C,16
Lorenzo Ferro,DM,16
Lorenzo Franco,D C,16
Luca Falbo,D/WB/M L,19
Luca Moschini,AM RL,17
Luca Zaghini,ST,16
Lucas Leiva,D C* DM,32
Ludovico Ricci,D C,18
Luis Alberto,AM C,26
Luiz Felipe,D C,22
Manuel Lazzari,D/WB/M R,25
Marco Alia,GK,19
Marco Bertini,DM,16
Marco Parolo,DM,34
Marzio Pica,D C,17
Massimo Zilli,ST,16
Mattia Mari,M C,16
Mattia Marocco,GK,17
Mattia Novella,D/WB R,18
Mattia Peruzzi,GK,17
Mattia Russo,AM RL,16
Michele Riosa,ST,16
Mirco De Santis,D C,15
Mirco Ferrante,M C,16
Mirko Mancino,ST,16
Nicolò Armini,D RC,18
Nicolò Cesaroni,WB L* DM* M LC,16
Nicolò Pollini,D C,16
Nikos Baxevanos,D C,19
Patric,D RLC,26
Raúl Moro,AM RC* F C,16
Ricardo Kishna,AM RLC,24
Senad Lulic,D/WB L* AM LC,33
Sergej Milinkovic-Savic,AM C,24
Sergio Kalaj,D C,19
Silvio Proto,GK,36
Simone Castigliani,ST,15
Stefan Radu,D LC,32
Szymon Czyz,AM C,17
Thomas Strakosha,GK,24
Tommaso Di Fusco,GK,16
Tyro Nimmermeer,AM RL* ST,17
Valerio D'Alessandro,GK,16
Valerio Manzo,M C,16
Valerio Marinacci,AM R,16
Alberto Maria Tundo,M C,16
Alessandro Avantaggiato,ST,19
Alessandro Deiola,DM,23
Alessandro Inguscio,ST,16
Alessandro Sibilla,AM C,17
Alessandro Tarantino,D C,15
Alessio Frassanito,D C,16
Alessio Piazza,AM L* ST,17
Andrea De Maria,ST,16
Andrea Medico,D C,17
Andrea Poletì,M C,16
Andrea Rispoli,D/WB/M R,30
Antonin Barak,AM C,24
Antonino Viola,GK,15
Biagio Meccariello,D RC,28
Brayan Vera,D RLC,20
Christian Galeandro,M C,16
Cristian Chirivì,AM R,16
Cristian Dell'Orco,D LC,25
Cristian Macrì,M C,16
Danilo Pinto,GK,16
Davide Savino,M C,17
Deimantas Rimpa,DM,17
Diego Farias,AM/F C,29
Edoardo Triarico,D L,15
Emanuele Maggio,M C,16
Eugene Shakhov,DM* AM C,28
Fabio Lucioni,D C,31
Fabrizio Angelini,DM,19
Filippo Falco,AM RC* F C,27
Filippo Petrarca,GK,18
Francesco Buscicchio,D LC,17
Francesco Linciano,D C,17
Francesco Massarelli,ST,16
Francesco Palumbo,AM RL,18
Francesco Perrone,D C,16
Francesco Pio Quarta,ST,18
Franck Abou Teher,AM LC,16
Gabriel,GK,26
Gabriel Tarantino,DM,17
Gabriele Gallo,ST,18
Gabriele My,M C,16
Gabriele Pisanello,ST,17
Gabriele Romano,M C,17
Giacomo D'Elia,M C,17
Giammarco Caon,M C,17
Giammaria Mastore,D C,16
Gianluca Lapadula,ST,29
Gianmarco Chironi,GK,21
Gianmarco Mancarella,ST,17
Giorgio Sergio,AM LC,17
Giorgio Vergari,M C,17
Giovanni Cultraro,GK,16
Giulio Donati,D/WB R,29
Giuseppe D'Ancona,GK,16
Giuseppe Massari,AM L* ST,17
Ilario Monterisi,D C,17
Jacopo De Lorenzis,D C,16
Jacopo Petriccione,DM,24
Kevin Vizzino,ST,16
Khouma Babacar,ST,26
Lorenzo Grande,M C,17
Luca Politi,M C,18
Luca Rossettini,D RC,34
Mamadou Moustapha Sene,M C,17
Manuel Taveri,M C,16
Marco Calderoni,D/WB L,30
Marco Carratta,AM L,16
Marco Castelluccio,D C,16
Marco Mancosu,AM LC,30
Marco Miccoli,M C,16
Massimo Schirone,M C,15
Matteo Calabrese,D C,17
Matteo Valentini,M C,16
Mattia Miccoli,D C,16
Mauro Vigorito,GK,29
Michele Laraspata,D L,18
Nehuén Paz,D LC,26
Niccolò Mele,D C,17
Nicola Lamacchia,ST,17
Nicola Semeraro,D/WB L,17
Nicolò Capodieci,ST,16
Panagiotis Tachtsidis,DM,28
Paolo Bianco,D L,16
Pasqualino Ortisi,D C,17
Riccardo Saponara,AM/F C,27
Roberto Palazzo,D C,15
Salvatore Rimoli,AM L,18
Samuele Cohen,M C,15
Samuele Maicol De Luca,AM L,18
Samuele Manca,ST,15
Samuele Oltremarini,ST,16
Sebastiano Stella,M C,17
Sergio Maselli,DM,18
Silvio Colella,D RC,17
Simone De Luca,GK,15
Simone Morleo,D/WB/M L,17
Stefano Cassano,ST,17
Stefano Pani,D R,17
Thomas Giglio,D C,17
Tiziano Caccetta,GK,18
Valerio Coccia,M C,18
Vincenzo Della Gloria,ST,16
Vitantonio Lombardi,ST,15
Vito Mattia Radicchio,D LC,16
Zan Majer,AM LC,26
Alberto Barazzetta,D/WB R,18
Alessandro Citi,D C,16
Alessandro Polenghi,M C,16
Alessandro Sala,M RC,18
Alessio Brambilla,DM,18
Alessio Romagnoli,D C,24
Alessio Tonon,M C,16
