Fernando Márquez,AM/F C,31
Francisco Cerro,DM,31
Francisco Pizzini,AM L* ST,25
Gabriel Charra,D C,20
Gonzalo Piovi,D LC,24
Guido Mainero,AM RL,24
Héctor Martínez,D C,21
Ignacio Aliseda,AM RL,19
Jeremías Rodriguez,AM C,20
José González,AM L,20
Juan Lucero,ST,27
Juan Rodríguez,D C,25
Juan Villagra,AM RL* ST,19
Julián Ferreyra,D C,21
Julián Sperati,GK,20
Kevin Lencina,ST,18
Lautaro Quiroz,DM,20
Leandro Parada,D L,18
Leonardo Juárez,D L,19
Luca Franco,ST,16
Lucas Coyette,AM LC* F C,21
Lucas Erhardt,D RC,17
Lucio Chiappero,GK,25
Marcelo Benítez,D/WB L* M C,28
Matías Barrios,D R,19
Matías Laba,DM,27
Mauricio Duarte,D/WB L,27
Mauro Báez,ST,20
Maximiliano Luayza Koot,AM RC,17
Mirko Pagani,GK,17
Nahuel Gallardo,D L,21
Nelson Acevedo,DM,30
Neri Cardozo,AM LC,32
Néstor Breitenbruch,D RC,23
Nicolás Avellaneda,GK,26
Nicolás Barreto,ST,19
Nicolás Genés Rodas,DM* M RC,17
Nicolás Leguizamón,ST,24
Nicolás Tripichio,D/WB/M R,23
Osvaldo Gaona,M R,20
Pedro Durante,D RC,20
Pedro Ramirez,AM R,19
Raúl Loaiza,DM,25
Ricardo Ramírez,ST,20
Rodrigo Herrera,D C,18
Rubén Botta,AM/F C,29
Tomás Escalante,M R,19
Tomás Ortíz,AM RC,19
Valentín Larralde,M R,18
Valentín Lombardi,D C,19
Washington Camacho,AM L,33
Aaron Spetale,ST,19
Alexis Vega,ST,19
Andrés Ayala,DM,19
Ángel Acosta,M RC,19
Ángel González,AM R,25
Bautista Kociubinski,DM,18
Bruno Valdez,AM L,17
Darío Sarmiento,AM/F C,16
David Ayala,DM,16
Deian Verón,M C,18
Diego García,AM RC* F C,22
Emiliano González,GK,21
Enzo Kalinski,DM* M RC,32
Esteban Obregón,AM R,17
Ezequiel Naya,ST,18
Fabricio Iacovich,GK,17
Facundo Mura,D/WB/M R,20
Facundo Sánchez,D/WB R,29
Federico González,ST,32
Federico Tévez,D C,20
Franco Morelli,D L,19
Franco Rodríguez,DM,19
Franco Romero,AM C,18
Franco Sivetti,DM,21
Gaspar Di Pizio,ST,19
Gastón Benedetti,D L,18
Gastón Fernández,AM LC* F C,35
Gonzalo Desio,AM C,19
Gonzalo Piñeiro,M C,19
Ignacio Gariglio,D C,21
Iñaki Ludueña,GK,18
Iván Erquiaga,D L,20
Iván Gómez,DM,22
Javier Mascherano,D C* DM,35
Jerónimo Pourtau,GK,19
Jonathan Schunke,D C,32
Jorge Tapia,D R,18
Juan Díaz,D LC,21
Juan Fuentes,D C* DM,24
Juan Pablo Zozaya,GK,17
Lautaro Ruiz Martínez,ST,20
Leonardo Herrlein,M L,20
Leonel Aquino,D L,20
Lucas Rodríguez,AM LC,22
Luciano Squadrone,D C,19
Marcos Rojo,D LC,29
Mariano Andújar,GK,35
Martín Cauteruccio,AM L* ST,32
Mateo Burdisso,D C,17
Mateo Retegui,ST,20
Matías Ahumada Acuña,AM R* ST,21
Matías Pellegrini,AM RL,19
Mauricio Guzmán,D C,19
Mauricio Rosales,D/WB RL,27
Mauro Díaz,AM C,28
Nahuel Estévez,AM RC,23
Nazareno Colombo,D RC,20
Nicolás Palavecino,M C,16
Ramón Villalba,ST,19
Santiago Flores,D C,18
Santiago Ricciardi,D R,19
Segundo Pachamé,DM,18
Tomás Cingolani,GK,19
Vinicius Lansade,AM C,19
Alan Lescano,AM LC,17
Alejo González,M C,20
Alejo Sosa,GK,20
Andrés Gutiérrez,AM C,19
Antonio Napolitano,AM C,20
Arian Girodano,D C,18
Axel Horrocks,GK,19
Axel Perez,D R,18
Bautista Barros Schelotto,D/WB R,19
Brahian Alemán,AM LC,29
Bruno Palazzo,D C,18
Claudio Spinelli,ST,22
Diego Mastrángelo,D C,16
Elías Ramírez,AM R* ST,20
Eric Ramírez,AM RL* ST,22
Estanislao Jara,AM LC,19
Fernando Martínez,D R,18
Francisco Cairo,AM RL,18
Francisco Vergara,GK,18
Franco Mussis,DM,27
Franco Torres,AM RL,20
Germán Guiffrey,D LC,21
Guillermo Enrique,AM R,19
Gustavo Areco,D C,19
Harrinson Mancilla,DM* M RC,27
Horacio Tijanovich,AM RL* ST,23
Ignacio Miramon,AM R,16
Isaias Alegre,AM RL,18
Ivo Mammini,ST,16
Jesús Vargas,AM RL,19
Jhonatan Agudelo,ST,26
Jorge Broun,GK,33
José Paradela,AM C,20
Juan Cataldi,AM C,20
Juan Cruz Prefacio,DM,20
Juan Felipe Cadena,D LC,18
Juan Ignacio Lavallén,D L,19
Kevin Vergara,GK,17
Lautaro Chávez,AM RL,18
Leandro Contín,ST,23
Leonardo Alvarengo,GK,17
Leonardo Morales,D RC,28
Lucas Barrios,ST,34
Lucas Licht,D/WB L,38
Lucas Miguez,D R,21
Manuel Guanini,D C,23
Martín Robaina,D C,20
Matías Bazzi,D LC,18
Matías García,AM LC,27
Matías Melluso,D L,21
Matías Miranda,AM C,19
Matías Pérez García,AM LC,34
Matías Toledo,DM,19
Maximiliano Caire,D RL,30
Maximiliano Comba,AM RL,25
Maximiliano Coronel,D C,30
Maximiliano Cuadra,AM RL* ST,24
Nahuel Manganelli,GK,18
Nelson Insfrán,GK,24
Néstor García Martinoli,D C,19
Paolo Goltz,D C,34
Patricio Monti,DM,21
Rodrigo Benítez Insfrán,DM,19
Rodrigo Gallo,D L,18
Rodrigo Ledesma,ST,19
Rodrigo Rodríguez,D R,16
Sebastián Cocimano,ST,19
Tomás Cataldi,M C,18
Tomás Durso,GK,20
Tomás Fernández,D C,20
Tomás Muro,AM RL* ST,17
Tomás Romero,AM RC,20
Valentín Jouglard,DM,18
Víctor Ayala,DM,31
Zago Zegarra,AM L,18
Agustín Álvarez,D C,19
Agustín Ferro,ST,19
Agustín Manzur,AM RC,18
Agustín Pereyra,D R,20
Bruno Leyes,M LC,17
Daniel Molina,AM R,19
Danilo Ortiz,D C,26
Emiliano Borgia,AM LC,19
Enzo Ybañez,D/WB L,20
Ezequiel Bullaude,M RC,18
Fabián Henríquez,M LC,24
Franco González,DM,20
Gabriel Alanís,AM L,25
Gabriel Carrasco,D/WB R* DM,22
Gastón Arturia,D C,19
Gianluca Albano,GK,20
Gianluca Conforti,D L,20
Gianluca Ferrari,D C,22
Gonzalo Abrego,M C,19
Ignacio Pipistrelli,ST,21
Ismael Cortez,D R,19
Iván Smith,M RC,19
Jaime Ayoví,ST,31
Joaquín Mateo,AM RL,21
Joaquín Varela,D C,22
Juan Andrada,DM,24
Juan Brunetta,AM LC,22
Juan Cruz Bolado,GK,21
Julián García,AM RL,19
Leandro Vella,AM RC,22
Luciano Pizarro,M C,21
Marcelo Freites,AM RL,21
Marcelo Herrera,D C,27
Marcos Rouzies,D LC,22
Mario Galeano,ST,18
Matías Soria,GK,17
Miguel Merentiel,AM R* ST,23
Nahuel Arena,D RC,21
Nahuel Brunet,D C,18
Nahuel Ulariaga,AM R* ST,17
Pablo Peña,D R,20
Pablo Toani,GK,18
Roberto Ramírez,GK,22
Rodrigo Rey,GK,28
Santiago García,ST,28
Sebastián Lomónaco,AM RC* F C,20
Tomás Badaloni,ST,19
Tomás Cardona,D C,23
Tomás Carrión,AM L,17
Valentin Burgoa,AM RC,18
Wilder Cartagena,DM,24
Zaid Romero,D C,19
Adrián Calello,DM,32
Agustín Casco,AM R,22
Agustín Curruhinca,AM R,19
Agustín Minnicelli,D C,19
Agustín Morales,GK,19
Andrés Chávez,AM L* ST,28
Anthony Silva,GK,35
Brian Maidana,AM R,19
Carlos Araujo,D/WB RL,37
César Ibáñez,D L,20
Ezequiel Navarro,D RC,17
Federico Marín,DM,21
Fernando Coniglio,ST,27
Fernando Cosciuc,D C* DM,21
Fernando Pellegrino,GK,33
Franco Romero,AM LC,21
