name,age,season,mv,potential,transfer_no,apearance,goal,assist,yellow,yellow2,red
santiago-trellez,26,16,1170000.0,77.85,10,8,0,1,0,0,0
santiago-trellez,25,15,1170000.0,77.85,9,8,1,0,0,0,0
santiago-trellez,25,14,1170000.0,77.85,8,24,5,0,2,0,1
santiago-trellez,24,14,1170000.0,77.85,7,24,5,0,2,0,1
santiago-trellez,23,13,900000.0,77.85,6,11,1,0,2,0,0
santiago-trellez,22,12,810000.0,77.85,5,39,8,1,7,0,0
santiago-trellez,21,11,23000.0,77.85,4,33,9,4,8,0,0
senad-lulic,25,11,2250000.0,77.85,5,76,8,12,8,0,0
senad-lulic,24,10,810000.0,77.85,4,88,18,18,20,4,0
senad-lulic,22,8,225000.0,77.85,3,72,14,4,16,0,0
senad-lulic,20,6,225000.0,77.85,2,68,6,0,14,0,0
talles-magno,17,19,225000.0,77.85,1,30,4,0,8,0,0
charlie-taylor,24,17,4500000.0,77.85,4,14,0,0,3,0,0
charlie-taylor,21,14,23000.0,77.85,3,25,2,1,2,0,0
charlie-taylor,20,13,23000.0,77.85,2,42,0,4,4,0,0
charlie-taylor,19,12,23000.0,77.85,1,13,0,1,1,0,0
tche-tche,27,19,4500000.0,77.85,5,35,1,0,7,0,0
tche-tche,26,18,2700000.0,77.85,4,20,0,1,2,0,0
tche-tche,24,16,45000.0,77.85,3,37,2,1,4,0,0
tche-tche,24,15,45000.0,77.85,2,3,0,0,0,0,0
tche-tche,23,15,45000.0,77.85,1,3,0,0,0,0,0
lautaro-martinez,21,18,22500000.0,77.85,2,123,42,3,30,0,0
lautaro-martinez,19,16,22500000.0,77.85,1,69,27,3,9,0,0
vitor-bueno,26,20,1800000.0,77.85,7,32,4,3,5,0,0
vitor-bueno,26,19,1800000.0,77.85,6,28,6,1,2,0,0
vitor-bueno,25,19,1800000.0,77.85,5,28,6,1,2,0,0
vitor-bueno,24,18,2700000.0,77.85,4,12,0,0,1,0,0
vitor-bueno,22,16,225000.0,77.85,3,33,9,2,2,0,0
vitor-bueno,21,15,225000.0,77.85,2,4,1,2,0,0,0
walce,20,19,225000.0,77.85,1,4,0,0,0,0,0
franca,29,19,720000.0,77.85,11,2,0,0,2,0,0
franca,28,19,720000.0,77.85,10,2,0,0,2,0,0
franca,27,18,720000.0,77.85,9,3,0,0,1,1,0
franca,26,17,765000.0,77.85,8,2,0,0,1,0,0
franca,25,16,900000.0,77.85,7,6,0,0,2,0,0
franca,24,15,1080000.0,77.85,6,2,0,0,2,0,0
franca,24,14,1080000.0,77.85,5,15,1,2,4,0,1
franca,23,14,1215000.0,77.85,4,15,1,2,4,0,1
franca,22,12,1350000.0,77.85,2,14,1,0,5,0,0
franca,21,12,1350000.0,77.85,1,14,1,0,5,0,0
ashley-young,35,20,3600000.0,77.85,4,12,0,2,2,0,0
ashley-young,26,11,16200000.0,77.85,3,66,16,24,8,0,0
ashley-young,22,7,5850000.0,77.85,2,78,16,32,12,0,0
ashley-young,18,3,16200000.0,77.85,1,12,6,0,2,0,0
adryelson,20,18,90000.0,77.85,2,11,1,0,2,0,0
adryelson,19,17,90000.0,77.85,1,0,0,0,0,0,0
betinho,29,20,585000.0,77.85,10,13,0,1,3,0,0
betinho,28,20,90000.0,77.85,9,13,0,1,3,0,0
betinho,28,19,90000.0,77.85,8,26,1,1,9,0,0
betinho,26,18,90000.0,77.85,7,15,0,0,6,0,0
betinho,26,17,90000.0,77.85,6,16,0,0,6,0,0
betinho,25,17,90000.0,77.85,5,16,0,0,6,0,0
jan-hurtado,20,20,5670000.0,77.85,4,56,10,0,5,0,0
jan-hurtado,19,19,675000.0,77.85,3,120,15,5,20,0,0
jan-hurtado,18,18,315000.0,77.85,2,85,10,5,15,0,0
jan-hurtado,17,17,225000.0,77.85,1,25,5,0,0,0,5
cleberson,28,20,360000.0,77.85,7,20,1,0,5,0,0
cleberson,27,19,450000.0,77.85,6,8,0,0,2,0,0
cleberson,27,18,450000.0,77.85,5,20,2,1,6,0,0
cleberson,26,18,450000.0,77.85,4,20,2,1,6,0,0
cleberson,20,12,450000.0,77.85,3,33,1,0,9,0,0
diego-noronha,21,13,180000.0,77.85,1,2,0,0,0,0,0
douglas-luiz,21,19,2250000.0,77.85,3,168,12,8,36,0,0
douglas-luiz,19,17,2250000.0,77.85,2,112,4,0,28,0,0
douglas-luiz,18,16,2250000.0,77.85,1,56,8,0,12,0,0
elenilson-garcia,23,15,68000.0,77.85,3,21,1,1,4,0,0
elenilson-garcia,23,14,68000.0,77.85,2,11,1,1,1,0,0
elenilson-garcia,22,14,68000.0,77.85,1,11,1,1,1,0,0
ewandro-costa,24,20,484000.0,77.85,7,14,1,2,1,0,0
ewandro-costa,24,19,540000.0,77.85,6,2,0,0,1,0,0
ewandro-costa,23,19,900000.0,77.85,5,2,0,0,1,0,0
ewandro-costa,22,18,900000.0,77.85,4,14,5,1,2,0,1
ewandro-costa,20,16,900000.0,77.85,3,16,2,2,1,0,0
ewandro-costa,19,15,675000.0,77.85,2,17,5,1,1,0,0
ewandro-costa,18,14,900000.0,77.85,1,5,0,0,0,0,0
jean-patrick,28,20,450000.0,77.85,13,12,1,0,1,0,0
jean-patrick,27,19,495000.0,77.85,12,25,5,3,7,0,1
jean-patrick,27,18,495000.0,77.85,11,16,1,2,4,0,0
jean-patrick,26,18,495000.0,77.85,10,16,1,2,4,0,0
jean-patrick,26,17,495000.0,77.85,9,10,2,0,1,0,0
jean-patrick,25,17,495000.0,77.85,8,10,2,0,1,0,0
jean-patrick,25,16,495000.0,77.85,7,32,6,2,4,0,1
jean-patrick,24,16,90000.0,77.85,6,32,6,2,4,0,1
jean-patrick,24,15,90000.0,77.85,5,2,0,0,0,0,0
jean-patrick,23,15,90000.0,77.85,4,2,0,0,0,0,0
jean-patrick,23,14,90000.0,77.85,3,29,2,1,6,0,0
jean-patrick,22,14,90000.0,77.85,2,29,2,1,6,0,0
joao-igor,24,20,90000.0,77.85,3,6,0,0,0,0,0
joao-igor,24,19,90000.0,77.85,2,15,0,0,3,0,0
joao-igor,23,19,90000.0,77.85,1,15,0,0,3,0,0
jonatan-gomez,30,20,1170000.0,77.85,12,20,1,1,3,0,0
jonatan-gomez,30,19,1170000.0,77.85,11,26,5,3,6,1,0
jonatan-gomez,29,19,1350000.0,77.85,10,26,5,3,6,1,0
jonatan-gomez,28,18,1350000.0,77.85,9,9,1,0,1,1,0
jonatan-gomez,27,17,1280000.0,77.85,8,46,7,4,5,0,0
jonatan-gomez,26,16,540000.0,77.85,7,50,14,13,12,1,0
jonatan-gomez,25,15,540000.0,77.85,6,27,9,5,7,0,0
jonatan-gomez,23,13,540000.0,77.85,4,11,1,0,1,0,0
jonatan-gomez,22,12,1350000.0,77.85,3,20,0,1,4,0,0
jonatan-gomez,21,11,1170000.0,77.85,2,28,3,5,8,0,0
jonatan-gomez,18,8,1350000.0,77.85,1,13,0,0,4,0,0
nicolas-nkoulou,28,18,9000000.0,77.85,6,76,4,0,12,2,0
nicolas-nkoulou,27,17,6750000.0,77.85,5,78,4,0,8,0,0
nicolas-nkoulou,26,16,9000000.0,77.85,4,44,0,2,6,0,0
nicolas-nkoulou,21,11,4500000.0,77.85,3,92,0,0,16,0,2
nicolas-nkoulou,18,8,4500000.0,77.85,2,52,0,0,0,0,0
leandro-barcia,28,20,855000.0,77.85,4,20,4,1,4,0,0
leandro-barcia,28,19,855000.0,77.85,3,35,5,3,9,0,0
leandro-barcia,27,19,630000.0,77.85,2,35,5,3,9,0,0
leandro-barcia,22,14,630000.0,77.85,1,4,3,1,1,0,0
lucas-mugni,28,20,135000.0,77.85,8,23,2,1,3,0,0
lucas-mugni,27,19,135000.0,77.85,7,2,1,0,0,0,0
lucas-mugni,26,18,135000.0,77.85,6,14,1,0,2,0,0
lucas-mugni,25,17,742500.0,77.85,5,15,1,2,5,0,0
lucas-mugni,24,16,1350000.0,77.85,4,0,0,0,0,0,0
lucas-mugni,23,15,1580000.0,77.85,3,7,0,1,3,0,0
lucas-mugni,22,14,2250000.0,77.85,2,42,2,3,7,0,0
lucas-mugni,19,11,45000.0,77.85,1,16,1,0,1,0,0
marcao,23,19,1800000.0,77.85,4,39,0,0,15,1,0
marcao,22,18,810000.0,77.85,3,45,3,1,11,0,0
marcao,21,17,450000.0,77.85,2,27,2,0,7,2,2
marcao,20,16,450000.0,77.85,1,10,0,0,2,0,0
matheusinho,22,20,720000.0,77.85,2,13,1,1,1,0,0
matheusinho,18,16,113000.0,77.85,1,18,0,1,1,0,0
maxwel-cornet,19,15,900000.0,77.85,2,80,24,4,6,0,2
maxwel-cornet,16,12,900000.0,77.85,1,20,2,0,4,0,0
pablo-pardal,21,20,45000.0,77.85,2,1,0,0,1,0,0
pablo-pardal,19,18,45000.0,77.85,1,1,0,0,0,0,0
pedro-maranhao,20,19,45000.0,77.85,1,0,0,0,0,0,0
rafael-thyere,28,20,450000.0,77.85,7,3,0,0,0,0,0
rafael-thyere,26,19,630000.0,77.85,6,36,0,0,2,0,0
rafael-thyere,26,18,630000.0,77.85,5,28,1,0,7,0,0
rafael-thyere,25,18,450000.0,77.85,4,28,1,0,7,0,0
rafael-thyere,22,14,90000.0,77.85,3,1,0,0,0,0,0
rafael-thyere,21,14,90000.0,77.85,2,1,0,0,0,0,0
rafael-thyere,20,13,90000.0,77.85,1,0,0,0,0,0,0
raul-prata,30,17,585000.0,77.85,3,19,0,2,3,0,0
raul-prata,29,16,270000.0,77.85,2,33,0,4,4,0,1
rithely,29,20,1170000.0,77.85,5,4,0,0,2,0,0
rithely,29,19,1440000.0,77.85,4,9,0,1,0,0,0
rithely,20,11,2480000.0,77.85,2,26,1,0,5,0,0
rithely,18,9,2480000.0,77.85,1,5,1,0,2,0,0
sander-berge,22,20,19800000.0,77.85,4,8,1,0,2,0,0
sander-berge,19,17,720000.0,77.85,3,15,0,0,2,0,0
sander-berge,17,15,720000.0,77.85,2,13,1,1,1,0,0
sander-berge,16,14,720000.0,77.85,1,1,0,0,0,0,0
thallyson,23,19,450000.0,77.85,4,0,0,0,0,0,0
thallyson,23,18,450000.0,77.85,3,17,0,0,2,0,0
thallyson,22,18,450000.0,77.85,2,17,0,0,2,0,0
thallyson,21,17,450000.0,77.85,1,17,1,0,3,0,0
getulio,24,20,585000.0,77.85,3,10,2,1,0,0,0
getulio,23,20,720000.0,77.85,2,10,2,1,0,0,0
getulio,22,19,810000.0,77.85,1,8,0,0,0,0,0
rafa-mir,23,20,2700000.0,77.85,4,8,2,1,0,0,0
rafa-mir,22,19,2700000.0,77.85,3,31,9,3,3,0,1
rafa-mir,21,18,1125000.0,77.85,2,30,7,1,5,0,0
rafa-mir,19,16,1350000.0,77.85,1,40,9,5,5,0,0
willian-farias,31,20,900000.0,77.85,7,15,0,0,5,0,0
willian-farias,30,19,1015000.0,77.85,6,17,0,0,3,0,0
willian-farias,28,17,1350000.0,77.85,5,11,0,0,4,0,0
willian-farias,28,16,1350000.0,77.85,4,34,2,1,8,0,0
willian-farias,27,16,1800000.0,77.85,3,34,2,1,8,0,0
willian-farias,25,14,450000.0,77.85,2,14,0,1,3,0,0
willian-farias,20,9,1800000.0,77.85,1,1,0,0,0,0,0
pierre-emerick-aubameyang,29,18,58500000.0,77.85,10,51,31,8,1,0,0
pierre-emerick-aubameyang,24,13,13500000.0,77.85,9,48,16,5,4,0,0
pierre-emerick-aubameyang,23,12,3600000.0,77.85,8,45,21,14,2,0,0
pierre-emerick-aubameyang,23,11,3600000.0,77.85,7,38,18,11,2,0,0
pierre-emerick-aubameyang,22,11,2700000.0,77.85,6,38,18,11,2,0,0
pierre-emerick-aubameyang,21,10,1530000.0,77.85,5,37,4,3,1,0,0
pierre-emerick-aubameyang,20,9,900000.0,77.85,4,24,2,2,1,0,0
pierre-emerick-aubameyang,19,8,900000.0,77.85,3,37,8,2,3,0,0
pierre-emerick-aubameyang,18,7,900000.0,77.85,2,17,4,0,0,0,0
trent-alexander-arnold,18,16,900000.0,77.85,2,24,4,5,4,0,0
trent-alexander-arnold,17,15,900000.0,77.85,1,3,0,0,1,0,0
alexandre-lacazette,26,17,36000000.0,77.85,3,39,17,5,1,0,0
alexandre-lacazette,18,9,36000000.0,77.85,2,1,0,0,0,0,0
alexandre-lacazette,17,8,36000000.0,77.85,1,0,0,0,0,0,0
bruno-gomes,18,19,225000.0,77.85,1,8,1,0,3,0,0
cayo-tenorio,21,20,23000.0,77.85,1,10,0,1,4,0,0
claudio-winck,26,20,630000.0,77.85,8,7,0,1,3,0,0
claudio-winck,25,19,810000.0,77.85,7,2,0,0,1,0,0
claudio-winck,25,18,810000.0,77.85,6,21,3,1,7,0,1
claudio-winck,24,18,675000.0,77.85,5,21,3,1,7,0,1
claudio-winck,23,16,675000.0,77.85,4,5,0,0,0,0,0
claudio-winck,22,16,630000.0,77.85,3,5,0,0,0,0,0
claudio-winck,21,15,675000.0,77.85,2,3,1,0,1,0,0
fellipe-bastos,30,20,540000.0,77.85,15,18,4,0,4,0,0
fellipe-bastos,30,19,540000.0,77.85,14,14,1,0,5,0,0
fellipe-bastos,29,19,810000.0,77.85,13,14,1,0,5,0,0
fellipe-bastos,29,18,810000.0,77.85,12,29,1,2,3,0,0
fellipe-bastos,28,18,810000.0,77.85,11,29,1,2,3,0,0
fellipe-bastos,27,17,1580000.0,77.85,10,8,0,0,1,0,0
fellipe-bastos,26,16,1580000.0,77.85,9,17,0,0,2,0,1
fellipe-bastos,25,15,1580000.0,77.85,8,29,5,0,4,0,0
fellipe-bastos,24,14,675000.0,77.85,7,27,0,2,6,0,0
fellipe-bastos,24,13,675000.0,77.85,6,28,4,0,7,0,0
fellipe-bastos,23,13,675000.0,77.85,5,28,4,0,7,0,0
fellipe-bastos,22,12,675000.0,77.85,4,32,4,1,7,0,0
fellipe-bastos,20,10,510000.0,77.85,3,14,2,1,2,0,0
fellipe-bastos,19,9,630000.0,77.85,2,17,1,0,2,0,0
fellipe-bastos,18,8,293000.0,77.85,1,4,1,0,1,0,0
fredy-guarin,34,20,1440000.0,77.85,9,1,0,0,1,0,0
fredy-guarin,33,19,4050000.0,77.85,8,28,5,4,5,0,0
fredy-guarin,30,16,9450000.0,77.85,7,30,5,6,7,0,0
fredy-guarin,26,12,10200000.0,77.85,6,47,10,12,11,0,0
fredy-guarin,22,8,1350000.0,77.85,5,26,3,1,1,0,0
fredy-guarin,21,7,1620000.0,77.85,4,20,0,1,2,1,0
fredy-guarin,20,6,540000.0,77.85,3,21,1,0,7,0,0
gabriel-pec,18,19,90000.0,77.85,1,8,0,1,0,0,0
german-cano,32,20,2970000.0,77.85,10,22,8,0,1,0,0
german-cano,30,18,1350000.0,77.85,9,44,30,2,6,0,0
german-cano,29,17,1350000.0,77.85,8,17,3,0,1,0,0
german-cano,28,16,720000.0,77.85,7,34,9,5,4,0,0
german-cano,27,15,720000.0,77.85,6,14,4,0,3,0,0
german-cano,24,12,405000.0,77.85,5,7,3,0,0,1,0
german-cano,23,11,270000.0,77.85,4,18,9,3,4,0,0
german-cano,22,10,360000.0,77.85,3,6,0,0,1,0,0
german-cano,21,9,540000.0,77.85,2,21,1,1,5,0,1
german-cano,19,7,360000.0,77.85,1,11,2,0,1,0,0
jordi-alba,23,12,9000000.0,77.85,7,88,10,10,14,0,0
jordi-alba,20,9,540000.0,77.85,6,52,2,4,12,0,0
jordi-alba,19,8,540000.0,77.85,5,70,8,0,20,0,0
kaio-magno,20,19,540000.0,77.85,1,0,0,0,0,0,0
thiago-laranjeira,30,18,135000.0,77.85,10,1,0,0,0,0,0
thiago-laranjeira,28,16,135000.0,77.85,8,29,0,2,4,0,0
thiago-laranjeira,23,11,135000.0,77.85,4,0,0,0,0,0,0
leandro-castan,31,18,2100000.0,77.85,10,15,0,0,5,0,1
leandro-castan,30,17,4950000.0,77.85,9,14,0,1,5,0,0
leandro-castan,29,16,5400000.0,77.85,8,14,0,0,4,0,0
leandro-castan,25,12,2250000.0,77.85,7,50,1,0,12,0,0
leandro-castan,23,10,810000.0,77.85,6,12,1,0,2,0,1
leandro-castan,22,9,45000.0,77.85,5,33,1,2,14,0,0
leandro-castan,20,7,180000.0,77.85,2,7,1,0,1,0,0
linnick,21,20,45000.0,77.85,1,1,0,0,0,0,0
marrony,21,20,3240000.0,77.85,2,26,4,2,0,0,0
marrony,19,18,180000.0,77.85,1,12,1,0,1,0,0
martin-benitez,27,20,4050000.0,77.85,3,17,2,2,4,0,0
martin-benitez,26,20,4050000.0,77.85,2,17,2,2,4,0,0
martin-benitez,17,11,4050000.0,77.85,1,10,1,1,0,0,0
rafael-galhardo,29,19,810000.0,77.85,11,17,2,3,0,1,0
rafael-galhardo,28,19,810000.0,77.85,10,17,2,3,0,1,0
rafael-galhardo,27,18,630000.0,77.85,9,13,0,0,2,0,0
rafael-galhardo,26,17,630000.0,77.85,8,2,0,0,0,0,0
rafael-galhardo,25,16,1240000.0,77.85,7,6,0,0,0,0,0
rafael-galhardo,25,15,1580000.0,77.85,6,34,2,3,8,0,0
rafael-galhardo,24,15,450000.0,77.85,5,34,2,3,8,0,0
rafael-galhardo,24,14,450000.0,77.85,4,5,1,1,0,0,0
rafael-galhardo,23,14,450000.0,77.85,3,5,1,1,0,0,0
rafael-galhardo,21,12,360000.0,77.85,2,6,0,0,2,0,0
rafael-galhardo,18,9,450000.0,77.85,1,3,0,0,0,0,0
raul-jimenez,28,19,31500000.0,77.85,6,55,27,10,7,0,0
raul-jimenez,27,18,13500000.0,77.85,5,44,17,8,4,0,0
raul-jimenez,24,15,4500000.0,77.85,4,45,12,5,3,0,0
raul-jimenez,23,14,9000000.0,77.85,3,32,5,4,1,0,0
raul-jimenez,21,12,9000000.0,77.85,2,44,14,9,6,0,0
ribamar,24,20,720000.0,77.85,6,17,3,0,1,0,0
ribamar,22,19,810000.0,77.85,5,21,3,0,0,0,0
ribamar,22,18,810000.0,77.85,4,18,5,1,2,0,0
ribamar,21,18,810000.0,77.85,3,18,5,1,2,0,0
ribamar,20,17,450000.0,77.85,2,20,5,1,2,0,0
ribamar,19,16,900000.0,77.85,1,16,1,0,1,0,1
ricardo-graca,20,17,450000.0,77.85,1,0,0,0,0,0,0
rodrigo-riquelme,20,20,2070000.0,77.85,3,3,1,0,0,0,0
rodrigo-riquelme,19,19,2070000.0,77.85,2,31,7,6,1,0,0
rodrigo-riquelme,17,17,2070000.0,77.85,1,4,0,0,1,0,0
roger-ibanez,21,20,1800000.0,77.85,4,12,0,0,2,0,0
roger-ibanez,20,19,630000.0,77.85,3,22,0,0,4,0,0
roger-ibanez,19,18,45000.0,77.85,2,44,0,0,6,0,0
roger-ibanez,18,17,45000.0,77.85,1,0,0,0,0,0,0
tiago-reis,20,19,45000.0,77.85,3,11,1,1,1,0,0
ulisses-garcia,22,18,390000.0,77.85,6,30,4,4,2,1,0
ulisses-garcia,19,15,135000.0,77.85,5,17,0,0,4,0,0
ulisses-garcia,18,14,45000.0,77.85,4,18,0,0,3,0,0
ulisses-garcia,17,13,45000.0,77.85,3,29,0,1,5,0,0
ulisses-garcia,16,12,45000.0,77.85,2,13,0,0,1,0,0
werley,30,18,1130000.0,77.85,8,17,0,0,2,0,0
werley,29,17,900000.0,77.85,7,25,4,0,3,0,0
werley,29,16,900000.0,77.85,6,23,0,0,3,1,0
werley,28,16,1350000.0,77.85,5,23,0,0,3,1,0
werley,28,15,1580000.0,77.85,4,23,2,0,7,0,1
werley,27,15,2250000.0,77.85,3,23,2,0,7,0,1
werley,24,12,900000.0,77.85,2,35,5,0,7,1,0
willian-maranhao,24,20,720000.0,77.85,5,9,0,0,1,0,1
willian-maranhao,24,19,900000.0,77.85,4,28,0,0,6,0,0
willian-maranhao,23,19,900000.0,77.85,3,28,0,0,6,0,0
willian-maranhao,23,18,900000.0,77.85,2,14,0,2,7,0,0
willian-maranhao,22,18,900000.0,77.85,1,14,0,2,7,0,0
agustin-nadruz,23,19,135000.0,73.1,4,10,0,2,5,0,0
agustin-nadruz,22,18,113000.0,73.1,3,28,1,0,8,0,0
agustin-nadruz,21,17,68000.0,73.1,2,18,0,0,2,0,0
agustin-nadruz,20,16,68000.0,73.1,1,4,0,0,0,0,0
alejandro-mitrano,23,20,68000.0,73.1,6,0,0,0,0,0,0
alejandro-mitrano,22,20,68000.0,73.1,5,0,0,0,0,0,0
carlos-valdez,34,17,90000.0,73.1,7,20,0,0,3,0,0
carlos-valdez,28,11,630000.0,73.1,6,20,0,0,7,0,0
carlos-valdez,28,10,630000.0,73.1,5,5,0,0,2,0,0
carlos-valdez,27,10,630000.0,73.1,4,5,0,0,2,0,0
carlos-valdez,24,7,450000.0,73.1,3,33,0,0,8,0,1
carlos-valdez,22,5,450000.0,73.1,2,19,0,0,5,0,0
diego-gurri,26,18,450000.0,73.1,4,22,2,4,3,1,0
diego-gurri,25,18,360000.0,73.1,3,22,2,4,3,1,0
diego-gurri,24,17,270000.0,73.1,2,18,5,1,8,0,0
diego-romero,24,12,180000.0,73.1,3,2,0,0,1,0,0
diego-romero,23,11,180000.0,73.1,2,8,1,0,0,0,0
emiliano-alvarez,25,20,180000.0,73.1,3,5,1,0,0,0,0
emiliano-alvarez,23,19,135000.0,73.1,2,6,0,0,0,0,0
emiliano-alvarez,20,16,180000.0,73.1,1,2,0,0,0,0,0
guillermo-fratta,25,20,270000.0,73.1,5,13,1,0,3,0,0
guillermo-fratta,23,18,450000.0,73.1,4,25,3,2,8,0,1
guillermo-fratta,23,17,450000.0,73.1,3,34,1,2,13,1,0
guillermo-fratta,21,16,765000.0,73.1,2,33,6,0,11,0,0
guillermo-fratta,20,15,450000.0,73.1,1,3,0,0,0,0,0
jose-alberti,23,20,315000.0,73.1,2,15,0,2,3,0,0
jose-alberti,19,16,450000.0,73.1,1,17,0,2,2,0,0
leandro-lozano,20,19,450000.0,73.1,2,15,0,0,4,0,0
leandro-lozano,19,18,450000.0,73.1,1,3,0,0,0,0,0
lisandro-perez,19,19,90000.0,73.1,1,16,3,4,4,0,0
luciano-olaizola,19,20,90000.0,73.1,1,1,0,0,0,0,0
marcelo-tapia,27,19,180000.0,73.1,3,20,0,4,4,0,0
marcelo-tapia,24,16,180000.0,73.1,2,4,0,0,0,0,0
marcelo-tapia,22,14,180000.0,73.1,1,9,1,1,1,0,0
matias-rigoleto,25,20,270000.0,73.1,3,14,2,1,1,0,0
matias-rigoleto,24,19,315000.0,73.1,2,24,2,1,1,0,0
matias-rigoleto,18,13,270000.0,73.1,1,9,2,0,1,0,0
nicolas-baran,29,19,405000.0,73.1,5,21,0,0,7,0,0
nicolas-baran,28,18,293000.0,73.1,4,27,1,0,6,1,0
nicolas-baran,25,15,158000.0,73.1,3,34,1,0,11,0,0
nicolas-baran,24,14,158000.0,73.1,2,8,0,0,1,1,0
nicolas-freitas,33,20,180000.0,73.1,13,8,1,0,1,0,0
nicolas-freitas,32,19,180000.0,73.1,12,15,0,0,4,2,0
nicolas-freitas,31,18,338000.0,73.1,11,20,1,0,8,0,0
nicolas-freitas,30,17,338000.0,73.1,10,8,0,0,1,1,0
nicolas-freitas,29,16,675000.0,73.1,9,8,0,0,2,0,0
nicolas-freitas,29,15,675000.0,73.1,8,34,1,0,10,0,0
nicolas-freitas,28,15,585000.0,73.1,7,34,1,0,10,0,0
nicolas-freitas,25,12,675000.0,73.1,4,35,3,0,9,1,0
nicolas-freitas,24,11,270000.0,73.1,3,20,1,0,9,0,1
nicolas-freitas,22,9,270000.0,73.1,2,33,3,0,8,0,1
juan-pablo-alvarez,21,17,270000.0,73.1,2,48,2,0,0,0,0
pedro-silva-torrejon,22,19,90000.0,73.1,4,25,0,4,3,1,0
pedro-silva-torrejon,21,18,90000.0,73.1,3,7,0,0,0,0,0
pedro-silva-torrejon,20,17,135000.0,73.1,2,7,1,0,1,0,0
robert-flores,30,16,360000.0,73.1,9,32,1,2,2,0,0
robert-flores,28,14,765000.0,73.1,8,5,0,1,1,0,0
robert-flores,27,13,608000.0,73.1,7,32,1,9,2,0,0
robert-flores,25,11,608000.0,73.1,5,67,1,9,6,0,1
robert-flores,23,9,630000.0,73.1,3,25,0,1,2,1,1
robert-flores,22,8,900000.0,73.1,2,13,2,1,1,0,0
rodrigo-gomez,27,20,720000.0,73.1,8,15,0,0,0,0,0
rodrigo-gomez,26,19,675000.0,73.1,7,72,15,3,18,0,0
rodrigo-gomez,26,18,675000.0,73.1,6,66,6,9,12,0,0
rodrigo-gomez,25,18,1080000.0,73.1,5,66,6,9,12,0,0
rodrigo-gomez,23,16,3240000.0,73.1,4,69,0,0,18,0,0
rodrigo-gomez,23,15,2480000.0,73.1,3,27,3,0,0,0,0
rodrigo-gomez,22,15,900000.0,73.1,2,27,3,0,0,0,0
rodrigo-gomez,21,14,1800000.0,73.1,1,102,12,24,24,0,0
ruben-bentancourt,27,20,450000.0,73.1,8,7,1,0,5,0,0
ruben-bentancourt,26,19,450000.0,73.1,7,6,0,0,1,0,0
ruben-bentancourt,25,18,270000.0,73.1,6,26,1,1,2,0,0
ruben-bentancourt,24,17,270000.0,73.1,5,17,10,2,5,0,0
ruben-bentancourt,22,15,900000.0,73.1,3,39,4,3,10,0,0
ruben-bentancourt,21,14,652500.0,73.1,2,6,0,0,0,0,0
ruben-bentancourt,18,11,1260000.0,73.1,1,9,0,0,0,0,0
santiago-arias,28,20,10800000.0,73.1,5,2,0,0,0,0,0
santiago-arias,26,18,16200000.0,73.1,4,66,2,4,8,0,0
santiago-arias,21,13,1350000.0,73.1,3,68,2,10,16,0,0
santiago-arias,19,11,270000.0,73.1,2,30,0,2,2,0,0
santiago-arias,17,9,1350000.0,73.1,1,10,0,0,0,0,0
santiago-silva,29,19,450000.0,73.1,9,74,30,6,6,0,0
santiago-silva,28,18,540000.0,73.1,8,34,4,6,0,0,0
santiago-silva,27,17,405000.0,73.1,7,2,0,0,0,0,0
santiago-silva,26,16,405000.0,73.1,6,88,34,6,6,0,2
santiago-silva,25,15,405000.0,73.1,5,6,0,0,0,0,0
santiago-silva,25,14,270000.0,73.1,4,86,58,14,6,0,0
santiago-silva,24,14,270000.0,73.1,3,86,58,14,6,0,0
santiago-silva,21,11,90000.0,73.1,2,8,0,0,0,0,0
sebastian-abreu,43,19,68000.0,73.1,26,13,1,2,1,0,0
sebastian-abreu,42,18,68000.0,73.1,25,17,1,0,2,0,0
sebastian-abreu,41,17,68000.0,73.1,24,10,7,1,2,0,0
sebastian-abreu,40,16,68000.0,73.1,23,7,3,1,0,0,0
sebastian-abreu,39,15,90000.0,73.1,22,12,4,1,1,0,0
sebastian-abreu,39,14,180000.0,73.1,21,13,1,0,0,0,0
sebastian-abreu,37,13,225000.0,73.1,20,41,10,4,2,0,1
sebastian-abreu,37,12,270000.0,73.1,19,8,1,1,2,0,0
sebastian-abreu,36,12,450000.0,73.1,18,8,1,1,2,0,0
sebastian-abreu,34,10,2250000.0,73.1,17,25,11,1,4,0,0
sebastian-abreu,33,9,1770000.0,73.1,16,9,5,0,2,0,0
sebastian-abreu,32,8,1350000.0,73.1,15,32,21,3,6,0,0
sebastian-abreu,31,7,1350000.0,73.1,14,32,9,0,4,0,0
sebastian-abreu,30,6,1350000.0,73.1,13,32,13,3,7,1,0
sebastian-abreu,20,96,1350000.0,73.1,2,2,4,0,0,0,0
uri-amaral,22,20,158000.0,73.1,5,5,0,0,2,0,0
uri-amaral,22,19,158000.0,73.1,4,19,3,0,5,0,0
uri-amaral,21,19,158000.0,73.1,3,19,3,0,5,0,0
uri-amaral,21,18,158000.0,73.1,2,20,1,3,2,0,0
uri-amaral,20,18,158000.0,73.1,1,20,1,3,2,0,0
wiston-fernandez,20,18,158000.0,73.1,3,24,1,2,6,1,0
wiston-fernandez,20,17,158000.0,73.1,2,9,0,0,2,0,0
