name,age,season,mv,potential,transfer_no
adrien-tameze,20,14,720000,82.38,2
adrien-tameze,18,12,720000,82.38,1
aimone-cali,22,19,113000,82.38,6
aimone-cali,21,18,113000,82.38,5
aimone-cali,20,17,113000,82.38,4
aimone-cali,19,16,79000,82.38,3
aimone-cali,18,15,113000,82.38,2
aimone-cali,17,14,45000,82.38,1
alassane-sidibe,16,18,113000,82.38,1
papu-gomez,25,13,7200000,82.38,4
papu-gomez,22,10,9900000,82.38,3
papu-gomez,21,9,2250000,82.38,2
papu-gomez,17,5,3150000,82.38,1
alessandro-cortinovis,16,17,2250000,82.38,1
alessandro-falleni,16,19,2250000,82.38,2
alessandro-falleni,15,18,2250000,82.38,1
alessandro-romairone,18,18,45000,82.38,3
alessandro-romairone,17,17,45000,82.38,2
alessandro-romairone,16,16,68000,82.38,1
amad-diallo,18,20,13500000,82.38,4
amad-diallo,16,18,13500000,82.38,3
amad-diallo,15,17,13500000,82.38,2
amad-diallo,13,15,13500000,82.38,1
amer-mehic,20,19,13500000,82.38,3
amer-mehic,19,18,13500000,82.38,2
amer-mehic,18,17,13500000,82.38,1
andrea-ceresoli,16,19,13500000,82.38,1
andrea-mallamo,17,19,13500000,82.38,1
luca-olivieri,17,18,13500000,82.38,1
andrea-testa,28,18,180000,82.38,8
andrea-testa,27,17,180000,82.38,7
andrea-testa,26,16,45000,82.38,6
andrea-testa,25,15,225000,82.38,5
andrea-testa,24,14,225000,82.38,4
andrea-testa,20,10,180000,82.38,3
andrea-testa,19,9,180000,82.38,2
andrea-testa,15,5,180000,82.38,1
andrea-viviani,18,20,180000,82.38,3
andrea-viviani,17,19,180000,82.38,2
andrea-viviani,16,18,180000,82.38,1
antonio-reda,18,20,180000,82.38,4
antonio-reda,17,19,180000,82.38,3
antonio-reda,16,18,180000,82.38,2
antonio-reda,14,16,180000,82.38,1
berat-djimsiti,24,17,900000,82.38,6
berat-djimsiti,23,16,630000,82.38,5
berat-djimsiti,19,12,810000,82.38,4
berat-djimsiti,18,11,225000,82.38,3
berat-djimsiti,17,10,45000,82.38,2
berat-djimsiti,16,9,45000,82.38,1
bosko-sutalo,18,18,1350000,82.38,3
bosko-sutalo,17,17,1350000,82.38,2
bosko-sutalo,15,15,1350000,82.38,1
caleb-okoli,19,20,720000,82.38,4
caleb-okoli,17,18,720000,82.38,3
caleb-okoli,16,17,720000,82.38,2
caleb-okoli,14,15,720000,82.38,1
christophe-renault,17,19,720000,82.38,1
david-heidenreich,20,20,270000,82.38,3
david-heidenreich,17,17,270000,82.38,2
david-heidenreich,16,16,270000,82.38,1
davide-ghislandi,17,18,270000,82.38,2
davide-ghislandi,16,17,270000,82.38,1
dino-mehic,16,19,270000,82.38,1
duvan-zapata,27,18,40500000,82.38,6
duvan-zapata,26,17,18000000,82.38,5
duvan-zapata,24,15,7650000,82.38,4
duvan-zapata,22,13,6750000,82.38,3
duvan-zapata,20,11,2700000,82.38,2
duvan-zapata,17,8,135000,82.38,1
ebrima-colley,20,20,2700000,82.38,1
edoardo-scanagatta,17,19,270000,82.38,2
edoardo-scanagatta,16,18,270000,82.38,1
emanuele-marcaletti,18,20,270000,82.38,2
emanuele-marcaletti,17,19,270000,82.38,1
emmanuel-gyabuaa,16,17,270000,82.38,2
emmanuel-gyabuaa,14,15,270000,82.38,1
federico-bergonzi,19,20,135000,82.38,3
federico-bergonzi,18,19,135000,82.38,2
federico-bergonzi,17,18,135000,82.38,1
federico-gennari,24,16,135000,82.38,1
federico-moraschi,16,19,135000,82.38,1
federico-pagani,16,19,135000,82.38,1
federico-polloni,16,19,135000,82.38,2
federico-polloni,15,18,135000,82.38,1
federico-zucconi,21,14,68000,82.38,2
federico-zucconi,18,11,68000,82.38,1
francesco-rossi,25,16,158000,82.38,8
francesco-rossi,24,15,135000,82.38,7
francesco-rossi,23,14,158000,82.38,6
francesco-rossi,22,13,135000,82.38,5
francesco-rossi,21,12,158000,82.38,4
francesco-rossi,21,11,90000,82.38,3
francesco-rossi,20,11,90000,82.38,2
francesco-rossi,18,9,90000,82.38,1
giorgio-brogni,19,20,135000,82.38,3
giorgio-brogni,17,18,135000,82.38,2
giorgio-brogni,16,17,135000,82.38,1
giorgio-scalvini,15,19,135000,82.38,1
giovanni-bonfanti,16,19,135000,82.38,1
guillaume-renault,17,19,135000,82.38,3
guillaume-renault,16,18,135000,82.38,2
guillaume-renault,14,16,135000,82.38,1
hans-hateboer,20,14,900000,82.38,3
hans-hateboer,18,12,45000,82.38,2
hans-hateboer,17,11,45000,82.38,1
ibrahima-faye,26,19,45000,82.38,8
ibrahima-faye,24,17,45000,82.38,7
ibrahima-faye,23,16,45000,82.38,6
ibrahima-faye,22,15,45000,82.38,5
ibrahima-faye,21,14,45000,82.38,4
ibrahima-faye,20,13,45000,82.38,3
ibrahima-faye,19,12,45000,82.38,2
ibrahima-faye,18,11,45000,82.38,1
jacopo-da-riva,20,20,180000,82.38,3
jacopo-da-riva,17,17,180000,82.38,2
jacopo-da-riva,16,16,180000,82.38,1
jacopo-sassi,16,19,180000,82.38,1
jose-luis-palomino,26,16,2250000,82.38,5
jose-luis-palomino,24,14,1350000,82.38,4
jose-luis-palomino,23,13,720000,82.38,3
jose-luis-palomino,20,10,630000,82.38,2
jose-luis-palomino,19,9,68000,82.38,1
josip-ilicic,25,13,9000000,82.38,4
josip-ilicic,22,10,8550000,82.38,3
josip-ilicic,20,8,675000,82.38,2
josip-ilicic,19,7,450000,82.38,1
khadim-ndiaye,20,20,180000,82.38,1
kristian-dervishi,17,20,180000,82.38,2
kristian-dervishi,16,19,180000,82.38,1
lennart-czyborra,21,20,3150000,82.38,7
lennart-czyborra,19,18,2475000,82.38,6
lennart-czyborra,17,16,1800000,82.38,5
lennart-czyborra,16,15,1800000,82.38,4
lennart-czyborra,15,14,1800000,82.38,3
lennart-czyborra,12,11,1800000,82.38,2
lennart-czyborra,11,10,1800000,82.38,1
liam-perego,16,19,1800000,82.38,1
lorenzo-nozza-bielli,17,19,1800000,82.38,1
ludovico-gelmi,16,17,1800000,82.38,2
ludovico-gelmi,15,16,1800000,82.38,1
lukas-vorlicky,16,18,1800000,82.38,1
marco-dalessandro,19,10,720000,82.38,14
marco-dalessandro,18,20,720000,82.38,13
marco-dalessandro,18,9,720000,82.38,12
marco-dalessandro,17,19,720000,82.38,11
marco-dalessandro,29,20,720000,82.38,10
marco-dalessandro,28,19,1620000,82.38,9
marco-dalessandro,27,18,1800000,82.38,8
marco-dalessandro,26,17,2250000,82.38,7
marco-dalessandro,23,14,1350000,82.38,6
marco-dalessandro,22,13,1440000,82.38,5
marco-dalessandro,21,12,945000,82.38,4
marco-dalessandro,20,11,720000,82.38,3
marco-dalessandro,16,7,832500,82.38,2
marco-dalessandro,14,5,720000,82.38,1
marco-sportiello,26,18,3600000,82.38,6
marco-sportiello,25,17,5400000,82.38,5
marco-sportiello,21,13,8100000,82.38,4
marco-sportiello,20,12,315000,82.38,3
marco-sportiello,19,11,225000,82.38,2
marco-sportiello,18,10,225000,82.38,1
mario-pasalic,23,18,22500000,82.38,8
mario-pasalic,22,17,7200000,82.38,7
mario-pasalic,21,16,7200000,82.38,6
mario-pasalic,20,15,4275000,82.38,5
mario-pasalic,19,14,3150000,82.38,4
mario-pasalic,18,13,2700000,82.38,3
mario-pasalic,17,12,2700000,82.38,2
mario-pasalic,15,10,2700000,82.38,1
marten-de-roon,25,16,9000000,82.38,7
marten-de-roon,24,15,4500000,82.38,6
marten-de-roon,21,12,1130000,82.38,5
marten-de-roon,19,10,113000,82.38,4
marten-de-roon,17,8,45000,82.38,3
marten-de-roon,15,6,45000,82.38,2
marten-de-roon,9,0,45000,82.38,1
matteo-ruggeri,17,19,45000,82.38,1
mattia-caldara,26,20,9900000,82.38,7
mattia-caldara,24,18,14400000,82.38,6
mattia-caldara,23,17,22500000,82.38,5
mattia-caldara,22,16,7200000,82.38,4
mattia-caldara,21,15,900000,82.38,3
mattia-caldara,20,14,360000,82.38,2
mattia-caldara,17,11,45000,82.38,1
matus-repa,17,19,360000,82.38,2
matus-repa,16,18,360000,82.38,1
niccolo-ghisleni,19,20,68000,82.38,3
niccolo-ghisleni,18,19,68000,82.38,2
niccolo-ghisleni,17,18,68000,82.38,1
nicolo-cambiaghi,19,20,270000,82.38,2
nicolo-cambiaghi,16,17,270000,82.38,1
nicolo-milani,18,19,45000,82.38,2
nicolo-milani,17,18,45000,82.38,1
olaf-kobacki,17,18,45000,82.38,2
olaf-kobacki,16,17,45000,82.38,1
ousmane-diaby,28,16,45000,82.38,4
ousmane-diaby,24,12,45000,82.38,3
ousmane-diaby,23,11,45000,82.38,2
ousmane-diaby,20,7,45000,82.38,1
paolo-vismara,16,19,45000,82.38,1
pierluigi-gollini,22,17,3150000,82.38,5
pierluigi-gollini,21,16,3600000,82.38,4
pierluigi-gollini,19,14,1800000,82.38,3
pierluigi-gollini,17,12,1800000,82.38,2
pierluigi-gollini,15,10,1800000,82.38,1
rafael-toloi,24,14,4500000,82.38,3
rafael-toloi,22,12,3825000,82.38,2
rafael-toloi,18,8,2700000,82.38,1
raoul-bellanova,20,20,810000,82.38,4
raoul-bellanova,19,19,855000,82.38,3
raoul-bellanova,17,16,900000,82.38,2
raoul-bellanova,15,15,900000,82.38,1
remo-freuler,22,14,1800000,82.38,7
remo-freuler,21,13,405000,82.38,6
remo-freuler,20,12,225000,82.38,5
remo-freuler,19,11,45000,82.38,4
remo-freuler,18,10,45000,82.38,3
remo-freuler,17,9,45000,82.38,2
remo-freuler,15,7,45000,82.38,1
roberto-piccoli,19,20,900000,82.38,3
roberto-piccoli,17,18,900000,82.38,2
roberto-piccoli,16,17,900000,82.38,1
robin-gosens,21,15,900000,82.38,7
robin-gosens,20,14,382500,82.38,6
robin-gosens,19,13,360000,82.38,5
robin-gosens,18,12,360000,82.38,4
robin-gosens,17,11,360000,82.38,3
robin-gosens,15,9,360000,82.38,2
robin-gosens,13,7,360000,82.38,1
rodrigo-guth,19,20,135000,82.38,2
rodrigo-guth,16,17,135000,82.38,1
ruslan-malinovskyi,24,17,11250000,82.38,8
ruslan-malinovskyi,23,16,3600000,82.38,7
ruslan-malinovskyi,23,15,1620000,82.38,6
ruslan-malinovskyi,21,14,1620000,82.38,5
ruslan-malinovskyi,21,13,180000,82.38,4
ruslan-malinovskyi,19,12,180000,82.38,3
ruslan-malinovskyi,16,9,180000,82.38,2
ruslan-malinovskyi,13,6,180000,82.38,1
salvatore-bencivenga,19,19,180000,82.38,1
samuel-giovane,16,19,180000,82.38,2
samuel-giovane,14,17,180000,82.38,1
samuele-signori,19,20,23000,82.38,3
samuele-signori,18,19,23000,82.38,2
samuele-signori,17,18,23000,82.38,1
sebastiano-finardi,19,20,45000,82.38,4
sebastiano-finardi,18,19,45000,82.38,3
sebastiano-finardi,17,18,45000,82.38,2
sebastiano-finardi,16,17,45000,82.38,1
sheb-derbali,17,19,45000,82.38,2
sheb-derbali,16,18,45000,82.38,1
simone-lozza,16,19,45000,82.38,1
simone-panada,16,18,45000,82.38,1
timothy-castagne,21,17,16200000,82.38,5
timothy-castagne,18,14,2700000,82.38,4
timothy-castagne,17,13,2700000,82.38,3
timothy-castagne,16,12,2700000,82.38,2
timothy-castagne,15,11,2700000,82.38,1
tommaso-de-nipoti,16,19,2700000,82.38,2
tommaso-de-nipoti,14,17,2700000,82.38,1
willy-ta-bi,17,17,225000,82.38,2
willy-ta-bi,15,15,225000,82.38,1
alessandro-marconi,20,16,23000,82.38,2
alessandro-marconi,17,13,68000,82.38,1
alessandro-pietrelli,16,19,68000,82.38,2
alessandro-pietrelli,15,18,68000,82.38,1
alessandro-ruggiu,17,20,68000,82.38,1
alex-cossalter,20,20,68000,82.38,3
alex-cossalter,18,18,68000,82.38,2
alex-cossalter,16,16,135000,82.38,1
andrea-paganelli,15,18,68000,82.38,1
andrea-poli,24,13,3600000,82.38,7
andrea-poli,23,12,7200000,82.38,6
andrea-poli,22,11,6750000,82.38,5
andrea-poli,20,9,4950000,82.38,4
andrea-poli,19,8,765000,82.38,3
andrea-poli,18,7,270000,82.38,2
andrea-poli,17,6,270000,82.38,1
andreas-skov-olsen,18,18,7200000,82.38,2
andreas-skov-olsen,16,16,90000,82.38,1
andri-fannar-baldursson,17,19,7200000,82.38,2
andri-fannar-baldursson,16,18,7200000,82.38,1
angelo-da-costa,26,10,540000,82.38,3
angelo-da-costa,24,8,900000,82.38,2
angelo-da-costa,19,3,900000,82.38,1
antony-petre,16,19,900000,82.38,1
ari-sigurpalsson,16,19,900000,82.38,2
ari-sigurpalsson,15,18,900000,82.38,1
denis-portanova,18,19,90000,82.38,3
denis-portanova,17,18,90000,82.38,2
denis-portanova,16,17,90000,82.38,1
elia-visconti,20,20,90000,82.38,4
elia-visconti,18,18,90000,82.38,3
elia-visconti,17,17,90000,82.38,2
elia-visconti,16,16,90000,82.38,1
elio-zalli,17,20,90000,82.38,3
elio-zalli,16,19,90000,82.38,2
elio-zalli,15,18,90000,82.38,1
elmando-gjini,17,19,90000,82.38,1
emanuele-acampora,17,18,23000,82.38,1
federico-bonini,18,19,180000,82.38,3
federico-bonini,17,18,135000,82.38,2
federico-bonini,16,17,135000,82.38,1
federico-santander,24,15,1800000,82.38,6
federico-santander,22,13,900000,82.38,5
federico-santander,21,12,900000,82.38,4
federico-santander,20,11,1620000,82.38,3
federico-santander,19,10,1620000,82.38,2
federico-santander,18,9,270000,82.38,1
filippo-carrettucci,14,17,45000,82.38,1
filippo-mancuso,18,19,45000,82.38,2
filippo-mancuso,17,18,45000,82.38,1
francesco-busi,19,19,23000,82.38,3
francesco-busi,17,17,45000,82.38,2
francesco-busi,16,16,45000,82.38,1
gabriele-boloca,19,20,68000,82.38,4
gabriele-boloca,18,19,68000,82.38,3
gabriele-boloca,17,18,68000,82.38,2
gabriele-boloca,16,17,68000,82.38,1
gabriele-corbo,20,20,720000,82.38,5
gabriele-corbo,19,19,720000,82.38,4
gabriele-corbo,18,18,720000,82.38,3
gabriele-corbo,17,17,450000,82.38,2
gabriele-corbo,16,16,68000,82.38,1
gary-medel,30,17,3380000,82.38,6
gary-medel,27,14,10800000,82.38,5
gary-medel,26,13,9900000,82.38,4
gary-medel,24,11,9000000,82.38,3
gary-medel,22,9,4500000,82.38,2
gary-medel,19,6,1260000,82.38,1
giacomo-savino,16,19,4500000,82.38,2
giacomo-savino,15,18,4500000,82.38,1
gianmarco-cangiano,18,20,450000,82.38,4
gianmarco-cangiano,17,19,450000,82.38,3
gianmarco-cangiano,16,18,450000,82.38,2
gianmarco-cangiano,15,17,450000,82.38,1
giorgio-grieco,17,19,450000,82.38,2
giorgio-grieco,16,18,450000,82.38,1
giuseppe-agyemang,17,19,450000,82.38,1
ibrahima-mbaye,19,14,4350000,82.38,4
ibrahima-mbaye,18,13,4050000,82.38,3
ibrahima-mbaye,17,12,900000,82.38,2
ibrahima-mbaye,16,11,450000,82.38,1
ilias-koutsoupias,17,18,135000,82.38,3
ilias-koutsoupias,16,17,135000,82.38,2
ilias-koutsoupias,14,15,135000,82.38,1
jacopo-migani,15,18,135000,82.38,1
james-uhunamure,16,16,135000,82.38,1
jerdy-schouten,21,18,1800000,82.38,5
jerdy-schouten,20,17,270000,82.38,4
jerdy-schouten,19,16,68000,82.38,3
jerdy-schouten,18,15,68000,82.38,2
jerdy-schouten,17,14,68000,82.38,1
kasper-paananen,16,19,68000,82.38,1
kristo-shehu,17,17,135000,82.38,1
ladislav-krejci,17,16,270000,82.38,1
leonardo-mazza,20,20,135000,82.38,3
leonardo-mazza,17,17,135000,82.38,2
leonardo-mazza,16,16,135000,82.38,1
leonardo-stanzani,20,20,90000,82.38,4
leonardo-stanzani,17,17,90000,82.38,3
leonardo-stanzani,16,16,90000,82.38,2
leonardo-stanzani,15,15,90000,82.38,1
lirim-kastrati,19,18,1680000,82.38,2
lirim-kastrati,18,17,45000,82.38,1
lorenzo-mantovani,17,20,1620000,82.38,1
lukasz-skorupski,26,17,6300000,82.38,5
lukasz-skorupski,24,15,6300000,82.38,4
lukasz-skorupski,22,13,1350000,82.38,3
lukasz-skorupski,20,11,900000,82.38,2
lukasz-skorupski,17,8,79000,82.38,1
marco-molla,16,18,113000,82.38,1
mattia-bani,26,20,2880000,82.38,7
mattia-bani,25,19,2880000,82.38,6
mattia-bani,23,17,2250000,82.38,5
mattia-bani,22,16,720000,82.38,4
mattia-bani,19,13,450000,82.38,3
mattia-bani,18,12,135000,82.38,2
mattia-bani,17,11,68000,82.38,1
mattias-svanberg,16,15,675000,82.38,2
mattias-svanberg,14,13,675000,82.38,1
mitchell-dijks,24,17,1350000,82.38,8
mitchell-dijks,22,15,2480000,82.38,7
mitchell-dijks,21,14,1080000,82.38,6
mitchell-dijks,20,13,900000,82.38,5
mitchell-dijks,19,12,450000,82.38,4
mitchell-dijks,17,10,450000,82.38,3
mitchell-dijks,16,9,450000,82.38,2
mitchell-dijks,10,3,450000,82.38,1
mouhamadou-sarr,23,20,90000,82.38,6
mouhamadou-sarr,22,19,90000,82.38,5
mouhamadou-sarr,21,18,90000,82.38,4
mouhamadou-sarr,20,17,68000,82.38,3
mouhamadou-sarr,19,16,68000,82.38,2
mouhamadou-sarr,17,14,68000,82.38,1
musa-barrow,21,20,16200000,82.38,3
musa-barrow,19,18,4500000,82.38,2
musa-barrow,18,17,450000,82.38,1
musa-juwara,18,20,1800000,82.38,2
musa-juwara,17,19,1125000,82.38,1
nicola-sansone,25,16,6600000,82.38,7
nicola-sansone,23,14,10800000,82.38,6
nicola-sansone,21,12,4500000,82.38,5
nicola-sansone,20,11,900000,82.38,4
nicola-sansone,19,10,113000,82.38,3
nicola-sansone,17,8,45000,82.38,2
nicola-sansone,15,6,45000,82.38,1
nicolas-dominguez,21,19,15750000,82.38,2
nicolas-dominguez,19,17,11250000,82.38,1
nicolo-bianchino,16,19,11250000,82.38,1
nicolo-cinelli,17,20,11250000,82.38,1
nikolaj-moller,17,19,11250000,82.38,2
nikolaj-moller,16,18,11250000,82.38,1
riccardo-lunghi,18,18,45000,82.38,2
riccardo-lunghi,17,17,45000,82.38,1
riccardo-martimbianco,18,19,45000,82.38,3
riccardo-martimbianco,17,18,45000,82.38,2
riccardo-martimbianco,16,17,45000,82.38,1
riccardo-orsolini,21,18,13500000,82.38,4
riccardo-orsolini,20,17,3150000,82.38,3
riccardo-orsolini,19,16,2250000,82.38,2
riccardo-orsolini,18,15,360000,82.38,1
riccardo-pietrelli,16,19,1350000,82.38,2
riccardo-pietrelli,15,18,1350000,82.38,1
roberto-saputo,17,17,45000,82.38,2
roberto-saputo,16,16,45000,82.38,1
roberto-soriano,27,18,6300000,82.38,8
roberto-soriano,25,16,6750000,82.38,7
roberto-soriano,20,11,12600000,82.38,6
roberto-soriano,19,10,360000,82.38,5
roberto-soriano,18,9,360000,82.38,4
roberto-soriano,17,8,360000,82.38,3
roberto-soriano,16,7,360000,82.38,2
roberto-soriano,15,6,360000,82.38,1
rodrigo-palacio,30,12,720000,82.38,5
rodrigo-palacio,27,9,10800000,82.38,4
rodrigo-palacio,23,5,8550000,82.38,3
rodrigo-palacio,22,4,8550000,82.38,2
rodrigo-palacio,20,2,8550000,82.38,1
sebastian-breza,19,17,82666.66667,82.38,2
sebastian-breza,18,16,45000,82.38,1
simone-benincasa,18,19,45000,82.38,3
simone-benincasa,17,18,45000,82.38,2
simone-benincasa,15,16,45000,82.38,1
simone-rabbi,16,17,45000,82.38,1
stefano-denswil,22,15,5400000,82.38,5
stefano-denswil,19,12,2700000,82.38,4
stefano-denswil,17,10,45000,82.38,3
stefano-denswil,16,9,45000,82.38,2
stefano-denswil,8,1,45000,82.38,1
takehiro-tomiyasu,20,18,8100000,82.38,2
takehiro-tomiyasu,18,16,315000,82.38,1
thomas-cossalter,16,19,8100000,82.38,2
thomas-cossalter,15,18,8100000,82.38,1
thomas-fantoni,17,18,45000,82.38,2
thomas-fantoni,16,17,45000,82.38,1
alberto-barazzetta,17,18,45000,82.38,2
alberto-barazzetta,16,17,45000,82.38,1
ales-mateju,22,18,1530000,82.38,5
ales-mateju,21,17,1350000,82.38,4
ales-mateju,19,15,1130000,82.38,3
ales-mateju,18,14,180000,82.38,2
ales-mateju,16,12,23000,82.38,1
alessandro-semprini,19,17,90500,82.38,3
alessandro-semprini,18,16,68000,82.38,2
alessandro-semprini,17,15,68000,82.38,1
alfredo-donnarumma,26,17,1800000,82.38,8
alfredo-donnarumma,24,15,720000,82.38,7
alfredo-donnarumma,23,14,540000,82.38,6
alfredo-donnarumma,22,13,270000,82.38,5
alfredo-donnarumma,21,12,270000,82.38,4
alfredo-donnarumma,20,11,225333.3333,82.38,3
alfredo-donnarumma,19,10,270000,82.38,2
alfredo-donnarumma,14,5,45000,82.38,1
andrea-butturini,16,18,270000,82.38,1
andrea-cistana,20,17,68000,82.38,3
andrea-cistana,19,16,68000,82.38,2
andrea-cistana,17,14,45000,82.38,1
andrea-ghezzi,17,18,45000,82.38,2
andrea-ghezzi,16,17,45000,82.38,1
andrea-lussignoli,17,18,23000,82.38,1
andrea-papetti,17,19,45000,82.38,2
andrea-papetti,15,17,45000,82.38,1
angelo-cazzago,19,19,23000,82.38,4
angelo-cazzago,19,18,45000,82.38,3
angelo-cazzago,18,18,23000,82.38,2
angelo-cazzago,17,17,23000,82.38,1
birkir-bjarnason,31,19,1350000,82.38,9
birkir-bjarnason,29,17,1350000,82.38,8
birkir-bjarnason,27,15,2700000,82.38,7
birkir-bjarnason,26,14,1800000,82.38,6
birkir-bjarnason,25,13,720000,82.38,5
birkir-bjarnason,24,12,900000,82.38,4
birkir-bjarnason,21,8,585000,82.38,3
birkir-bjarnason,20,8,270000,82.38,2
birkir-bjarnason,17,5,270000,82.38,1
bruno-martella,22,14,1590000,82.38,5
bruno-martella,21,13,158000,82.38,4
bruno-martella,20,12,90000,82.38,3
bruno-martella,20,11,82666.66667,82.38,2
bruno-martella,19,11,68000,82.38,1
cristian-airoldi,18,20,45000,82.38,4
cristian-airoldi,17,19,45000,82.38,3
cristian-airoldi,16,18,45000,82.38,2
cristian-airoldi,15,17,45000,82.38,1
daniele-colosio,19,19,23000,82.38,4
daniele-colosio,18,18,45000,82.38,3
daniele-colosio,18,17,45000,82.38,2
daniele-colosio,17,17,45000,82.38,1
daniele-dessena,25,12,450000,82.38,5
daniele-dessena,23,10,1680000,82.38,4
daniele-dessena,22,9,3380000,82.38,3
daniele-dessena,21,8,3600000,82.38,2
daniele-dessena,17,4,3600000,82.38,1
daniele-gastaldello,34,17,315000,82.38,9
daniele-gastaldello,32,15,540000,82.38,8
daniele-gastaldello,24,7,2700000,82.38,7
daniele-gastaldello,22,5,1670000,82.38,6
daniele-gastaldello,21,4,315000,82.38,5
daniele-gastaldello,21,3,315000,82.38,4
daniele-gastaldello,20,3,315000,82.38,3
daniele-gastaldello,19,2,315000,82.38,2
daniele-gastaldello,17,0,315000,82.38,1
davide-reboldi,17,19,315000,82.38,1
diego-abbrandini,19,20,23000,82.38,2
diego-abbrandini,17,18,23000,82.38,1
dimitri-bisoli,22,16,1800000,82.38,5
dimitri-bisoli,21,15,315000,82.38,4
dimitri-bisoli,19,13,225000,82.38,3
dimitri-bisoli,18,12,90000,82.38,2
dimitri-bisoli,17,11,90000,82.38,1
elia-pojani,17,18,45000,82.38,2
elia-pojani,16,17,45000,82.38,1
emanuele-ndoj,17,14,165333.3333,82.38,2
emanuele-ndoj,16,13,68000,82.38,1
enrico-alfonso,30,18,405000,82.38,10
enrico-alfonso,27,15,450000,82.38,9
enrico-alfonso,26,14,225000,82.38,8
enrico-alfonso,25,13,169000,82.38,7
enrico-alfonso,24,12,315000,82.38,6
enrico-alfonso,23,11,720000,82.38,5
enrico-alfonso,21,9,900000,82.38,4
enrico-alfonso,20,8,270000,82.38,3
enrico-alfonso,19,7,525000,82.38,2
enrico-alfonso,18,6,90000,82.38,1
erik-lora,17,19,90000,82.38,2
erik-lora,16,18,90000,82.38,1
ernesto-torregrossa,24,16,450000,82.38,7
ernesto-torregrossa,23,15,450000,82.38,6
ernesto-torregrossa,22,14,495000,82.38,5
ernesto-torregrossa,21,13,270000,82.38,4
ernesto-torregrossa,20,12,124000,82.38,3
ernesto-torregrossa,19,11,113000,82.38,2
ernesto-torregrossa,18,10,45000,82.38,1
florian-aye,21,18,3600000,82.38,2
florian-aye,18,15,360000,82.38,1
francesco-ruocco,19,20,90000,82.38,1
giacomo-piccaluga,16,19,90000,82.38,1
jaromir-zmrhal,19,12,2930000,82.38,1
jesse-joronen,25,18,2250000,82.38,10
jesse-joronen,24,17,630000,82.38,9
jesse-joronen,23,16,225000,82.38,8
jesse-joronen,22,15,225000,82.38,7
jesse-joronen,22,14,225000,82.38,6
jesse-joronen,21,14,225000,82.38,5
jesse-joronen,20,13,225000,82.38,4
jesse-joronen,19,12,225000,82.38,3
jesse-joronen,18,11,225000,82.38,2
jesse-joronen,16,9,225000,82.38,1
jhon-chancellor,26,18,652500,82.38,6
jhon-chancellor,25,17,720000,82.38,5
jhon-chancellor,25,16,225000,82.38,4
jhon-chancellor,24,16,225000,82.38,3
jhon-chancellor,23,15,248000,82.38,2
jhon-chancellor,21,13,248000,82.38,1
lorenzo-andrenacci,21,16,90000,82.38,4
lorenzo-andrenacci,20,15,45000,82.38,3
lorenzo-andrenacci,19,14,68000,82.38,2
lorenzo-andrenacci,17,12,45000,82.38,1
lorenzo-marazzi,17,18,23000,82.38,1
lorenzo-treccani,19,19,45000,82.38,3
lorenzo-treccani,18,18,68000,82.38,2
lorenzo-treccani,17,17,68000,82.38,1
luca-bertoni,24,16,113000,82.38,5
luca-bertoni,22,14,180000,82.38,4
luca-bertoni,21,13,135000,82.38,3
luca-bertoni,20,12,135000,82.38,2
luca-bertoni,18,10,68000,82.38,1
luca-nolaschi,18,19,45000,82.38,3
luca-nolaschi,17,18,45000,82.38,2
luca-nolaschi,16,17,45000,82.38,1
luca-rossettini,33,18,450000,82.38,7
luca-rossettini,32,17,1260000,82.38,6
luca-rossettini,31,16,2250000,82.38,5
luca-rossettini,30,15,1800000,82.38,4
luca-rossettini,27,12,1800000,82.38,3
luca-rossettini,22,7,900000,82.38,2
luca-rossettini,19,4,900000,82.38,1
mario-balotelli,29,19,4950000,82.38,8
mario-balotelli,26,16,18000000,82.38,7
mario-balotelli,25,15,5850000,82.38,6
mario-balotelli,24,14,9900000,82.38,5
mario-balotelli,23,13,24300000,82.38,4
mario-balotelli,20,10,21600000,82.38,3
mario-balotelli,17,7,23400000,82.38,2
mario-balotelli,16,6,23400000,82.38,1
massimiliano-mangraviti,20,18,97666.66667,82.38,3
massimiliano-mangraviti,18,16,68000,82.38,2
massimiliano-mangraviti,17,15,90000,82.38,1
mattia-capoferri,19,20,45000,82.38,3
mattia-capoferri,17,18,45000,82.38,2
mattia-capoferri,16,17,45000,82.38,1
mattia-viviani,18,18,360000,82.38,3
mattia-viviani,17,17,90000,82.38,2
mattia-viviani,16,16,90000,82.38,1
nicola-torchio,17,17,90000,82.38,1
nikolas-spalek,18,15,495000,82.38,2
nikolas-spalek,17,14,113000,82.38,1
raul-torregrossa,17,17,113000,82.38,2
raul-torregrossa,16,16,113000,82.38,1
sandro-tonali,20,20,28800000,82.38,5
sandro-tonali,18,18,28800000,82.38,4
sandro-tonali,17,17,28800000,82.38,3
sandro-tonali,15,15,28800000,82.38,2
sandro-tonali,12,12,28800000,82.38,1
simon-skrabb,22,17,810000,82.38,6
simon-skrabb,22,16,270000,82.38,5
simon-skrabb,21,16,270000,82.38,4
simon-skrabb,21,15,225000,82.38,3
simon-skrabb,19,14,225000,82.38,2
simon-skrabb,15,10,203000,82.38,1
stefano-fligheddu,17,19,225000,82.38,1
stefano-sabelli,23,16,900000,82.38,3
