name,age,date,mv
bram-van-de-wiel,17,17,270000
bram-van-de-wiel,16,16,270000
bram-van-de-wiel,13,13,270000
clint-leemans,25,20,495000
clint-leemans,24,19,900000
clint-leemans,23,18,1800000
clint-leemans,21,16,360000
clint-leemans,18,13,360000
clint-leemans,17,12,360000
clint-leemans,15,10,360000
clint-leemans,14,9,360000
corneille-kasongo,18,20,360000
corneille-kasongo,17,19,360000
corneille-kasongo,16,18,360000
corneille-kasongo,15,17,360000
corneille-kasongo,12,14,360000
daan-rienstra,28,20,293000
daan-rienstra,23,15,68000
daan-rienstra,21,13,68000
daan-rienstra,19,11,68000
daan-rienstra,18,10,68000
daan-rienstra,17,9,68000
daan-rienstra,16,8,68000
darren-maatsen,29,20,270000
darren-maatsen,27,18,225000
darren-maatsen,26,17,360000
darren-maatsen,25,16,135000
darren-maatsen,24,15,146500
darren-maatsen,22,13,180000
darren-maatsen,20,11,45000
darren-maatsen,19,10,45000
darren-maatsen,18,9,45000
david-panka,21,20,45000
david-panka,20,19,45000
david-panka,19,18,45000
david-panka,18,17,45000
david-panka,16,15,45000
david-panka,15,14,45000
dylan-vente,21,20,405000
dylan-vente,20,19,900000
dylan-vente,18,17,90000
dylan-vente,17,16,90000
dylan-vente,16,15,90000
emil-hansson,22,20,750000
emil-hansson,21,19,835000
emil-hansson,20,18,450000
emil-hansson,18,16,45000
emil-hansson,17,15,45000
emil-hansson,16,14,45000
emil-hansson,15,13,45000
etienne-vaessen,20,15,23000
fabian-sporkslede,27,20,293000
fabian-sporkslede,26,19,360000
fabian-sporkslede,23,16,124000
fabian-sporkslede,22,15,202500
fabian-sporkslede,21,14,225000
fabian-sporkslede,19,12,225000
fabian-sporkslede,17,10,225000
fabian-sporkslede,16,9,225000
fabian-sporkslede,14,7,225000
fabian-sporkslede,12,5,225000
hannes-delcroix,21,20,405000
hannes-delcroix,20,19,225000
hannes-delcroix,19,18,180000
hannes-delcroix,17,16,225000
hans-mulder,30,17,105000
hans-mulder,29,16,292500
hans-mulder,28,15,270000
hans-mulder,27,14,270000
hans-mulder,26,13,360000
hans-mulder,24,11,315000
hans-mulder,19,6,315000
hans-mulder,17,4,315000
hans-mulder,16,3,315000
henrico-drost,33,20,180000
henrico-drost,30,17,270000
henrico-drost,28,15,360000
henrico-drost,26,13,540000
henrico-drost,23,10,405000
henrico-drost,22,9,450000
henrico-drost,21,8,450000
henrico-drost,20,7,180000
henrico-drost,19,6,90000
henrico-drost,18,5,90000
henrico-drost,17,4,90000
henrico-drost,15,2,90000
henrico-drost,14,1,90000
ingo-van-weert,26,20,135000
ingo-van-weert,19,13,90000
jari-koenraat,25,20,135000
jari-koenraat,24,19,68000
jari-koenraat,22,17,68000
jari-koenraat,21,16,68000
jarno-abbel,21,20,68000
jarno-abbel,20,19,68000
jarno-abbel,18,17,68000
jarno-abbel,17,16,68000
jarno-abbel,15,14,68000
jarno-abbel,11,10,68000
jurien-gaari,24,18,90000
jurien-gaari,20,14,90000
jurien-gaari,18,12,90000
kees-heemskerk,29,20,180000
kees-heemskerk,28,19,135000
kees-heemskerk,27,18,135000
kees-heemskerk,23,14,135000
kees-heemskerk,19,10,135000
kees-heemskerk,17,8,135000
koen-van-harmelen,19,20,135000
koen-van-harmelen,18,19,135000
koen-van-harmelen,16,17,135000
koen-van-harmelen,15,16,135000
koen-van-harmelen,13,14,135000
lars-nieuwpoort,25,19,225000
lars-nieuwpoort,23,17,135000
lars-nieuwpoort,19,13,135000
lars-nieuwpoort,17,11,135000
lars-nieuwpoort,15,9,135000
lars-nieuwpoort,14,8,135000
lennerd-daneels,21,19,90000
lennerd-daneels,19,17,23000
lennerd-daneels,17,15,23000
lennerd-daneels,16,14,23000
lennerd-daneels,13,11,23000
luuk-wouters,21,20,23000
luuk-wouters,20,19,23000
luuk-wouters,19,18,23000
luuk-wouters,17,16,23000
luuk-wouters,16,15,23000
mario-bilate,29,20,293000
mario-bilate,27,18,135000
mario-bilate,26,17,113000
mario-bilate,25,16,135000
mario-bilate,24,15,225000
mario-bilate,23,14,135000
mario-bilate,20,11,225000
melle-meulensteen,19,18,225000
melle-meulensteen,19,17,225000
melle-meulensteen,18,17,225000
melle-meulensteen,15,14,225000
mike-grim,23,19,23000
mike-grim,19,15,23000
mike-grim,17,13,23000
mike-grim,14,10,23000
morad-el-haddouti,22,20,45000
morad-el-haddouti,21,19,45000
morad-el-haddouti,19,17,45000
morad-el-haddouti,17,15,45000
morad-el-haddouti,16,14,45000
morad-el-haddouti,15,13,45000
morad-el-haddouti,12,10,45000
nando-nostlinger,23,21,45000
nando-nostlinger,22,20,45000
nando-nostlinger,21,19,45000
nando-nostlinger,19,17,45000
nando-nostlinger,18,16,45000
nando-nostlinger,17,15,45000
nigel-langras,19,20,45000
nigel-langras,17,18,45000
nigel-langras,16,17,45000
nigel-langras,15,16,45000
paul-quasten,32,17,90000
paul-quasten,29,14,405000
paul-quasten,28,13,405000
paul-quasten,25,10,405000
paul-quasten,23,8,45000
paul-quasten,19,4,405000
richard-van-der-venne,28,20,360000
richard-van-der-venne,26,18,225000
richard-van-der-venne,23,15,23000
richard-van-der-venne,21,13,23000
richard-van-der-venne,18,10,23000
richard-van-der-venne,17,9,23000
said-bakari,23,17,23000
said-bakari,22,16,23000
said-bakari,21,15,23000
said-bakari,19,13,23000
said-bakari,18,12,23000
said-bakari,17,11,23000
said-bakari,16,10,23000
sebbe-augustijns,21,20,23000
sebbe-augustijns,20,19,23000
sel-bastmeijer,19,20,23000
sel-bastmeijer,18,19,23000
stanley-elbers,28,20,360000
stanley-elbers,27,19,450000
stanley-elbers,26,18,540000
stanley-elbers,23,15,180000
stanley-elbers,21,13,135000
stanley-elbers,19,11,135000
stanley-elbers,17,9,135000
stefan-velkov,23,20,315333.3333
stefan-velkov,21,18,315000
stefan-velkov,16,13,360000
stijn-van-der-put,19,20,360000
stijn-van-der-put,18,19,360000
stijn-van-der-put,17,18,360000
stijn-van-der-put,16,17,360000
stijn-van-der-put,15,16,360000
sylla-sow,23,19,180000
sylla-sow,19,15,180000
sylla-sow,17,13,180000
sylla-sow,15,11,180000
sylla-sow,11,7,180000
teun-van-grunsven,21,20,23000
teun-van-grunsven,20,19,23000
teun-van-grunsven,19,18,23000
tijjani-reijnders,22,20,596500
tijjani-reijnders,20,18,135000
tijjani-reijnders,19,17,45000
tijjani-reijnders,18,16,45000
tijjani-reijnders,17,15,45000
tijjani-reijnders,16,14,45000
tijjani-reijnders,13,11,45000
victor-timmers,20,20,45000
victor-timmers,19,19,45000
victor-timmers,17,17,45000
victor-timmers,16,16,45000
victor-timmers,13,13,45000
alen-halilovic,24,20,1080000
alen-halilovic,23,19,1800000
alen-halilovic,22,18,2250000
alen-halilovic,21,17,3600000
alen-halilovic,20,16,9000000
alen-halilovic,19,15,4500000
alen-halilovic,18,14,5850000
alen-halilovic,16,12,5850000
alen-halilovic,15,11,5850000
arjen-van-der-heide,17,19,5850000
arjen-van-der-heide,15,17,5850000
arjen-van-der-heide,14,16,5850000
arjen-van-der-heide,11,13,5850000
bo-de-bruijn,20,20,5850000
bo-de-bruijn,19,19,5850000
bo-de-bruijn,18,18,5850000
bo-de-bruijn,17,17,5850000
bo-de-bruijn,16,16,5850000
bo-de-bruijn,15,15,5850000
caleb-asante,17,20,5850000
caleb-asante,15,18,5850000
chidera-ejuke,22,20,4950000
chidera-ejuke,21,19,360000
chidera-ejuke,19,17,360000
chidera-ejuke,18,16,360000
chima-anyasi,18,20,360000
chima-anyasi,17,19,360000
chima-anyasi,15,17,360000
couhaib-driouech,18,20,360000
couhaib-driouech,17,19,360000
couhaib-driouech,15,17,360000
couhaib-driouech,14,16,360000
daniel-hoegh,29,20,720000
daniel-hoegh,26,17,675000
daniel-hoegh,24,15,450000
daniel-hoegh,19,10,675000
delano-esseboom,17,20,675000
delano-esseboom,16,19,675000
demo-koida,18,20,675000
demo-koida,17,19,675000
demo-koida,15,17,675000
demo-koida,11,13,675000
djenahro-nunumete,18,20,675000
djenahro-nunumete,17,19,675000
djenahro-nunumete,15,17,675000
djenahro-nunumete,11,13,675000
djenahro-nunumete,8,10,675000
donat-varga,17,20,675000
donat-varga,16,19,675000
donat-varga,13,16,675000
donat-varga,12,15,675000
eddo-nyamsangya,19,20,675000
eddo-nyamsangya,17,18,675000
eddo-nyamsangya,15,16,675000
elton-kusi,19,19,675000
elton-kusi,18,18,675000
elton-kusi,17,17,675000
elton-kusi,15,15,675000
elton-kusi,14,14,675000
elton-kusi,12,12,675000
filip-bednarek,28,20,225000
filip-bednarek,26,18,225000
filip-bednarek,24,16,450000
filip-bednarek,23,15,135000
filip-bednarek,22,14,135000
filip-bednarek,19,11,135000
filip-bednarek,17,9,135000
guus-offerhaus,19,20,135000
guus-offerhaus,17,18,135000
guus-offerhaus,16,17,135000
hamdi-akujobi,19,19,135000
hamdi-akujobi,18,18,135000
hamdi-akujobi,17,17,135000
hamdi-akujobi,13,13,135000
hicham-faik,28,20,720000
hicham-faik,27,19,720000
hicham-faik,26,18,1350000
hicham-faik,24,16,540000
hicham-faik,22,14,135000
hicham-faik,20,12,135000
hicham-faik,18,10,135000
hicham-faik,17,9,135000
hicham-faik,15,7,135000
ibrahim-dresevic,22,19,630000
ibrahim-dresevic,19,16,630000
ibrahim-dresevic,18,15,630000
jaimy-kroesen,17,20,630000
jaimy-kroesen,15,18,630000
jaimy-kroesen,14,17,630000
jaimy-kroesen,13,16,630000
jan-ras,20,19,630000
jan-ras,18,17,630000
jan-ras,17,16,630000
jan-ras,15,14,630000
jan-ras,11,10,630000
jens-klaverboer,17,20,630000
jens-klaverboer,16,19,630000
jens-odgaard,22,21,1980000
jens-odgaard,21,20,2025000
jens-odgaard,20,19,1620000
jens-odgaard,19,18,720000
jens-odgaard,18,17,270000
jens-odgaard,17,16,270000
jens-odgaard,16,15,270000
joey-veerman,20,19,315000
joey-veerman,17,16,23000
joey-veerman,16,15,23000
joey-veerman,14,13,23000
joey-veerman,6,5,23000
jordy-bruijn,24,20,495000
jordy-bruijn,23,19,270000
jordy-bruijn,20,16,23000
jordy-bruijn,19,15,23000
jordy-bruijn,17,13,23000
jordy-bruijn,15,11,23000
jordy-bruijn,8,4,23000
jorginho-soares,20,19,23000
jorginho-soares,19,18,23000
jorginho-soares,18,17,23000
jorginho-soares,17,16,23000
jorginho-soares,16,15,23000
joshua-adney,19,20,23000
joshua-adney,18,19,23000
joshua-adney,16,17,23000
joshua-adney,15,16,23000
joshua-adney,14,15,23000
kay-dollenkamp,18,20,23000
kay-dollenkamp,17,19,23000
kay-dollenkamp,15,17,23000
kay-dollenkamp,14,16,23000
kris-van-rijn,18,20,23000
kris-van-rijn,17,19,23000
kris-van-rijn,16,18,23000
lucas-woudenberg,23,17,900000
lucas-woudenberg,22,16,900000
lucas-woudenberg,21,15,450000
lucas-woudenberg,20,14,135000
lucas-woudenberg,19,13,45000
lucas-woudenberg,17,11,45000
lucas-woudenberg,15,9,45000
zan-luka-kocjancic,20,20,45000
zan-luka-kocjancic,19,19,45000
zan-luka-kocjancic,17,17,45000
zan-luka-kocjancic,15,15,45000
maksymilian-dziegiel,17,19,45000
maksymilian-dziegiel,15,17,45000
marcello-beuker,19,19,45000
marcello-beuker,17,17,45000
marcello-beuker,15,15,45000
marcello-beuker,10,10,45000
mark-westra,21,20,45000
mark-westra,19,18,45000
mark-westra,17,16,45000
mark-westra,16,15,45000
mark-westra,14,13,45000
marvellous-adedeji,18,20,45000
marvellous-adedeji,16,18,45000
marvellous-adedeji,14,16,45000
marvellous-adedeji,13,15,45000
melle-witteveen,17,20,45000
melle-witteveen,15,18,45000
mitchell-van-bergen,19,18,270000
mitchell-van-bergen,17,16,90000
mitchell-van-bergen,16,15,90000
mitchell-van-bergen,8,7,90000
nordin-tahboun,19,20,90000
nordin-tahboun,17,18,90000
nordin-tahboun,15,16,90000
orri-hrafn-kjartansson,18,20,90000
orri-hrafn-kjartansson,17,19,90000
orri-hrafn-kjartansson,16,18,90000
progon-maloku,20,20,90000
progon-maloku,19,19,90000
progon-maloku,17,17,90000
progon-maloku,16,16,90000
progon-maloku,15,15,90000
rami-hajal,18,19,90000
rami-hajal,17,18,90000
rein-smit,19,20,90000
rein-smit,17,18,90000
rein-smit,15,16,90000
rein-smit,13,14,90000
ricardo-van-rhijn,29,20,585000
ricardo-van-rhijn,28,19,900000
ricardo-van-rhijn,27,18,1350000
ricardo-van-rhijn,26,17,2700000
ricardo-van-rhijn,25,16,2250000
ricardo-van-rhijn,21,12,90000
ricardo-van-rhijn,19,10,90000
ricardo-van-rhijn,17,8,90000
ricardo-van-rhijn,15,6,90000
rinor-zejnullahu,18,20,90000
rinor-zejnullahu,17,19,90000
rinor-zejnullahu,15,17,90000
roan-van-der-plaat,17,20,90000
roan-van-der-plaat,15,18,90000
roan-van-der-plaat,14,17,90000
rodney-kongolo,20,18,225000
rodney-kongolo,19,17,225000
rodney-kongolo,18,16,225000
rodney-kongolo,16,14,225000
runar-espejord,25,20,293000
runar-espejord,24,20,326500
runar-espejord,17,13,293000
saverio-zondag,19,20,293000
saverio-zondag,18,19,293000
saverio-zondag,17,18,293000
saverio-zondag,16,17,293000
saverio-zondag,15,16,293000
sherel-floranus,20,18,540000
sherel-floranus,18,16,68000
sherel-floranus,17,15,23000
sherel-floranus,12,10,68000
sijtse-nijboer,18,20,68000
sijtse-nijboer,17,19,68000
sijtse-nijboer,15,17,68000
stefan-westra,19,20,68000
stefan-westra,17,18,68000
sven-botman,20,20,1170000
sven-botman,19,19,270000
sven-botman,18,18,270000
sven-botman,17,17,270000
sven-botman,15,15,270000
sven-botman,9,9,270000
mathijs-drenth,18,18,270000
ties-de-boer,17,20,270000
ties-de-boer,15,18,270000
tom-van-leeuwen,18,20,270000
tom-van-leeuwen,17,19,270000
trevor-doornbusch,21,20,90000
trevor-doornbusch,19,18,90000
trevor-doornbusch,17,16,90000
trevor-doornbusch,15,14,90000
trevor-doornbusch,14,13,90000
warner-hahn,28,20,1080000
warner-hahn,25,17,1653333.333
warner-hahn,23,15,900000
warner-hahn,22,14,562500
warner-hahn,20,12,450000
warner-hahn,19,11,450000
warner-hahn,17,9,450000
warner-hahn,16,8,450000
warner-hahn,15,7,450000
warner-hahn,9,1,450000
willard-timmerman,17,20,450000
willard-timmerman,14,17,450000
yairo-hoffman,17,20,450000
yairo-hoffman,15,18,450000
abdou-harroui,20,18,135000
abdou-harroui,19,17,135000
abdou-harroui,17,15,135000
abdou-harroui,16,14,135000
abdou-harroui,15,13,135000
abdou-harroui,14,12,135000
adil-auassar,32,18,540000
adil-auassar,30,16,540000
adil-auassar,27,13,315000
adil-auassar,26,12,360000
adil-auassar,25,11,360000
adil-auassar,24,10,495000
adil-auassar,21,7,495000
adil-auassar,19,5,495000
aiman-achemlal,17,20,495000
aiman-achemlal,16,19,495000
aiman-achemlal,14,17,495000
argino-bokshoven,19,20,495000
argino-bokshoven,17,18,495000
argino-bokshoven,16,17,495000
argino-bokshoven,13,14,495000
ariel-harush,32,20,428000
ariel-harush,31,19,675000
ariel-harush,30,18,675000
ariel-harush,29,17,450000
ariel-harush,27,15,540000
ariel-harush,26,14,450000
ariel-harush,19,7,540000
augustin-drakpe,18,20,540000
augustin-drakpe,16,18,540000
augustin-drakpe,15,17,540000
augustin-drakpe,12,14,540000
ayoub-boukhari,23,20,68000
ayoub-boukhari,22,19,135000
ayoub-boukhari,21,18,45000
ayoub-boukhari,20,17,45000
ayoub-boukhari,20,16,45000
ayoub-boukhari,19,16,45000
bart-vriends,25,16,450000
bart-vriends,22,13,135000
bart-vriends,19,10,135000
bart-vriends,17,8,135000
bart-vriends,15,6,135000
boyd-reith,21,20,135000
boyd-reith,20,19,135000
boyd-reith,19,18,135000
boyd-reith,17,16,135000
boyd-reith,16,15,135000
bradley-martis,22,20,23000
bradley-martis,21,19,23000
bradley-martis,20,18,23000
bradley-martis,19,17,23000
bradley-martis,17,15,23000
bradley-martis,15,13,23000
bryan-smeets,26,19,405000
bryan-smeets,25,18,270000
bryan-smeets,24,17,270000
bryan-smeets,22,15,180000
bryan-smeets,16,9,270000
camilo-paez-arias,18,20,270000
camilo-paez-arias,17,19,270000
constantijn-schop,18,20,270000
constantijn-schop,17,19,270000
constantijn-schop,16,18,270000
constantijn-schop,15,17,270000
constantijn-schop,11,13,270000
dante-rigo,22,21,720000
dante-rigo,21,20,720000
dante-rigo,20,19,1350000
dante-rigo,18,17,225000
dante-rigo,17,16,23000
dante-rigo,16,15,23000
dante-rigo,14,13,23000
dante-rigo,8,7,23000
darlin-van-der-werff,20,20,23000
darlin-van-der-werff,19,19,23000
darlin-van-der-werff,18,18,23000
darlin-van-der-werff,17,17,23000
darlin-van-der-werff,15,15,23000
darnell-hall,18,20,23000
darnell-hall,17,19,23000
darnell-hall,16,18,23000
darnell-hall,14,16,23000
darwin-heuvelman,20,20,23000
darwin-heuvelman,19,19,23000
darwin-heuvelman,17,17,23000
darwin-heuvelman,16,16,23000
darwin-heuvelman,15,15,23000
delano-vianello,18,20,23000
delano-vianello,17,19,23000
delano-vianello,16,18,23000
deroy-duarte,17,16,23000
deroy-duarte,16,15,23000
deroy-duarte,7,6,23000
dirk-abels,22,19,113000
dirk-abels,19,16,68000
dirk-abels,17,14,68000
dirk-abels,12,9,68000
donny-reding,18,20,68000
donny-reding,17,19,68000
donny-reding,16,18,68000
donny-reding,12,14,68000
dylan-van-wageningen,17,20,68000
dylan-van-wageningen,16,19,68000
dylan-van-wageningen,10,13,68000
elgero-king,19,20,68000
elgero-king,18,19,68000
elgero-king,17,18,68000
elgero-king,16,17,68000
elgero-king,14,15,68000
elgero-king,12,13,68000
elgero-king,9,10,68000
emanuel-emegha,17,20,68000
emanuel-emegha,16,19,68000
farouq-limouri,17,20,68000
farouq-limouri,15,18,68000
firas-romdhane,18,20,68000
firas-romdhane,17,19,68000
firas-romdhane,15,17,68000
gianni-dos-santos,21,20,68000
gianni-dos-santos,19,18,45000
gianni-dos-santos,18,17,68000
ismael-francois,19,20,68000
ismael-francois,17,18,68000
jafar-bynoe,17,20,68000
jafar-bynoe,16,19,68000
james-dunning,18,20,68000
james-dunning,18,19,68000
james-dunning,17,19,68000
james-dunning,16,18,68000
jason-meerstadt,18,19,68000
jason-meerstadt,17,18,68000
jason-meerstadt,16,17,68000
jason-meerstadt,10,11,68000
jason-meerstadt,9,10,68000
jay-den-haan,19,20,68000
jay-den-haan,17,18,68000
jay-den-haan,16,17,68000
jay-den-haan,13,14,68000
jeffry-fortes,31,20,495000
jeffry-fortes,27,16,270000
jeffry-fortes,23,12,45000
jeffry-fortes,22,11,45000
jeffry-fortes,20,9,45000
jeffry-fortes,19,8,45000
jeremy-udenhout,17,20,45000
jeremy-udenhout,16,19,45000
jeremy-udenhout,14,17,45000
jeremy-udenhout,13,16,45000
joel-piroe,21,20,653000
joel-piroe,20,19,900000
joel-piroe,19,18,180000
joel-piroe,17,16,180000
joel-piroe,16,15,180000
joel-piroe,15,14,180000
joel-piroe,14,13,180000
jomar-gomes,18,18,180000
jomar-gomes,17,17,180000
jomar-gomes,16,16,180000
joshua-emegha,17,20,180000
joshua-emegha,16,19,180000
joshua-sanches,22,20,180000
joshua-sanches,20,18,180000
joshua-sanches,19,17,180000
joshua-sanches,17,15,180000
joshua-sanches,16,14,180000
joshua-sanches,11,9,180000
joshua-sanches,9,7,180000
julliani-eersteling,19,20,180000
julliani-eersteling,17,18,180000
julliani-eersteling,16,17,180000
jurgen-mattheij,27,20,585000
jurgen-mattheij,26,19,720000
jurgen-mattheij,18,11,45000
jurgen-mattheij,17,10,720000
karim-loukili,23,20,146500
karim-loukili,22,19,180000
karim-loukili,21,18,113000
karim-loukili,18,15,113000
karim-loukili,17,14,113000
karim-loukili,16,13,113000
kaylan-muis,18,20,113000
kaylan-muis,17,19,113000
kenny-lipman,21,20,113000
kenny-lipman,19,18,113000
kenny-lipman,17,16,113000
kevin-ringeling,22,20,23000
kevin-ringeling,20,18,23000
kevin-ringeling,18,16,23000
kevin-ringeling,17,15,23000
kevin-ringeling,16,14,23000
khalid-karami,30,20,360000
khalid-karami,29,19,510000
khalid-karami,28,18,720000
khalid-karami,23,13,225000
khalid-karami,21,11,225000
khalid-karami,20,10,225000
khalid-karami,18,8,225000
khalid-karami,17,7,225000
koen-buize,17,20,225000
koen-buize,16,19,225000
laros-duarte,22,19,180000
laros-duarte,18,15,90000
laros-duarte,17,14,90000
laros-duarte,16,13,90000
laros-duarte,8,5,90000
lassana-faye,23,21,315000
lassana-faye,22,20,315000
lassana-faye,21,19,450000
lassana-faye,19,17,180000
lassana-faye,18,16,180000
lassana-faye,17,15,180000
lassana-faye,15,13,180000
lassana-faye,14,12,180000
lassana-faye,11,9,180000
levi-bouwense,20,20,180000
levi-bouwense,18,18,180000
levi-bouwense,17,17,180000
levi-bouwense,16,16,180000
levi-bouwense,13,13,180000
lorenzo-soares-fonseca,22,20,135000
lorenzo-soares-fonseca,21,19,45000
lorenzo-soares-fonseca,20,18,45000
lorenzo-soares-fonseca,19,17,45000
lorenzo-soares-fonseca,17,15,45000
lorenzo-soares-fonseca,16,14,45000
marcus-scholten,18,20,45000
marcus-scholten,17,19,45000
marcus-scholten,16,18,45000
michael-fabrie,20,18,45000
michael-fabrie,18,16,45000
michael-fabrie,17,15,45000
michael-fabrie,16,14,45000
michael-fabrie,13,11,45000
mike-frimpong,18,20,45000
mike-frimpong,17,19,45000
mike-frimpong,16,18,45000
mohamed-rayhi,26,20,585000
mohamed-rayhi,24,18,360000
mohamed-rayhi,21,15,135000
mohamed-rayhi,19,13,135000
mohamed-rayhi,17,11,135000
mohamed-rayhi,16,10,135000
mohamed-rayhi,15,9,135000
mohammed-tahiri,19,20,135000
mohammed-tahiri,17,18,135000
mohammed-tahiri,15,16,135000
mohammed-tahiri,13,14,135000
nino-roffelsen,22,20,135000
nino-roffelsen,21,19,135000
nino-roffelsen,19,17,135000
nino-roffelsen,18,16,135000
nino-roffelsen,17,15,135000
nino-roffelsen,16,14,135000
nino-roffelsen,10,8,135000
noah-van-geenen,21,20,135000
noah-van-geenen,20,19,135000
noah-van-geenen,19,18,135000
noah-van-geenen,17,16,135000
noah-van-geenen,16,15,135000
noah-van-geenen,15,14,135000
noah-van-geenen,14,13,135000
noah-van-geenen,12,11,135000
ouail-el-merabet,21,20,135000
ouail-el-merabet,20,19,135000
ouail-el-merabet,19,18,135000
ouail-el-merabet,17,16,135000
ouail-el-merabet,15,14,135000
ouail-el-merabet,14,13,135000
patrick-brouwer,21,18,135000
patrick-brouwer,18,15,135000
patrick-joosten,24,20,705333.3333
patrick-joosten,23,19,810000
patrick-joosten,22,18,360000
patrick-joosten,20,15,225000
patrick-joosten,19,15,23000
patrick-joosten,17,13,23000
patrick-joosten,15,11,23000
patrick-joosten,11,7,23000
pepijn-doesburg,19,20,23000
pepijn-doesburg,17,18,23000
pepijn-doesburg,16,17,23000
pepijn-doesburg,8,9,23000
peter-cedeno,17,20,23000
peter-cedeno,16,19,23000
quincy-hoeve,17,20,23000
quincy-hoeve,16,19,23000
ragnar-ache,22,20,810000
ragnar-ache,19,17,45000
ragnar-ache,18,16,45000
ragnar-ache,17,15,45000
ragnar-ache,15,13,45000
ragnar-ache,12,10,45000
ragnar-ache,11,9,45000
rijk-janse,18,20,45000
rijk-janse,17,19,45000
rijk-janse,15,17,45000
rijk-janse,14,16,45000
roland-okpu,17,20,45000
roland-okpu,16,19,45000
sergio-tremour,17,18,45000
sergio-tremour,16,17,45000
shairon-de-wind,17,20,45000
shairon-de-wind,15,18,45000
suently-alberto,24,20,90000
suently-alberto,22,18,90000
suently-alberto,21,17,225000
suently-alberto,18,14,23000
suently-alberto,17,13,23000
suently-alberto,16,12,23000
suently-alberto,15,11,23000
suently-alberto,14,10,23000
suently-alberto,13,9,23000
sven-mijnans,20,20,23000
sven-mijnans,18,18,23000
sven-mijnans,16,16,23000
sven-mijnans,15,15,23000
tariq-dilrosun,18,19,23000
tariq-dilrosun,17,18,23000
tariq-dilrosun,16,17,23000
tariq-dilrosun,15,16,23000
teun-van-der-donk,19,20,68000
teun-van-der-donk,18,19,68000
teun-van-der-donk,17,18,68000
teun-van-der-donk,16,17,68000
teun-van-der-donk,15,16,68000
teun-van-der-donk,10,11,68000
tim-coremans,27,18,135000
tim-coremans,26,17,135000
tim-coremans,25,16,68000
tim-coremans,23,14,68000
tim-coremans,22,13,90000
tim-coremans,21,12,45000
tim-coremans,19,10,45000
tim-coremans,18,9,45000
tim-coremans,17,8,45000
turan-tuzlacik,19,20,45000
turan-tuzlacik,17,18,45000
turan-tuzlacik,16,17,45000
ugur-altintas,21,20,45000
ugur-altintas,20,19,45000
ugur-altintas,19,18,45000
ugur-altintas,17,16,45000
ugur-altintas,16,15,45000
ugur-altintas,6,5,45000
vincent-schippers,19,20,45000
vincent-schippers,16,17,45000
vincent-schippers,15,16,45000
vincent-schippers,7,8,45000
yanilio-de-nooijer,17,20,45000
yanilio-de-nooijer,16,19,45000
yanilio-de-nooijer,15,18,45000
youssef-el-kachati,20,20,45000
youssef-el-kachati,18,18,45000
youssef-el-kachati,16,16,45000
aaron-sieders,19,20,45000
aaron-sieders,17,18,45000
aaron-sieders,16,17,45000
aaron-sieders,15,16,45000
aness-serghini,18,20,45000
aness-serghini,16,18,45000
aness-serghini,15,17,45000
armando-obispo,21,20,720000
armando-obispo,20,19,675000
armando-obispo,18,17,68000
armando-obispo,17,16,68000
armando-obispo,16,15,68000
bilal-bayazit,20,19,90000
bilal-bayazit,18,17,90000
bilal-bayazit,16,15,90000
bilal-bayazit,15,14,90000
bilal-bayazit,12,11,90000
bilal-bayazit,11,10,90000
bilal-bayazit,9,8,90000
bryan-linssen,30,20,2160000
bryan-linssen,27,17,2250000
bryan-linssen,25,15,1130000
bryan-linssen,23,13,585000
bryan-linssen,20,10,315000
bryan-linssen,19,9,225000
bryan-linssen,18,8,315000
charly-musonda-jr-,24,20,900000
charly-musonda-jr-,22,18,4500000
charly-musonda-jr-,21,17,4500000
charly-musonda-jr-,20,16,4500000
charly-musonda-jr-,18,14,4500000
charly-musonda-jr-,16,12,4500000
daan-huisman,18,20,4500000
daan-huisman,17,19,4500000
daan-huisman,16,18,4500000
daan-huisman,11,13,4500000
danilho-doekhi,20,18,225000
danilho-doekhi,19,17,135000
danilho-doekhi,18,16,135000
danilho-doekhi,17,15,135000
danny-muhl,22,20,45000
danny-muhl,20,18,45000
danny-muhl,19,17,45000
danny-muhl,17,15,45000
danny-muhl,11,9,45000
eelco-mostert,18,20,45000
eelco-mostert,17,19,45000
eelco-mostert,16,18,45000
eelco-mostert,14,16,45000
eli-dasa,26,19,1350000
eli-dasa,22,15,450000
eli-dasa,17,10,1350000
enrico-hernandez,19,20,1350000
enrico-hernandez,17,18,1350000
enrico-hernandez,16,17,1350000
enrico-hernandez,15,16,1350000
enrico-hernandez,13,14,1350000
eray-surul,17,20,1350000
eray-surul,16,19,1350000
eray-surul,11,14,1350000
espen-van-ee,17,20,1350000
espen-van-ee,16,19,1350000
espen-van-ee,15,18,1350000
filip-moller-delaveris,19,20,270000
filip-moller-delaveris,17,18,270000
filip-moller-delaveris,15,16,270000
georgy-theuns,19,20,270000
georgy-theuns,18,19,270000
georgy-theuns,17,18,270000
georgy-theuns,16,17,270000
georgy-theuns,14,15,270000
georgy-theuns,13,14,270000
hilary-gong,20,18,405000
hilary-gong,19,17,270000
ian-beelen,18,20,270000
ian-beelen,17,19,270000
ian-beelen,16,18,270000
ian-beelen,9,11,270000
jasper-dahlhaus,18,20,270000
jasper-dahlhaus,16,18,270000
jasper-dahlhaus,15,17,270000
jayden-houtriet,18,20,270000
jayden-houtriet,17,19,270000
jayden-houtriet,16,18,270000
